,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.3901057274904884e-06,1.984979924748221e-06,2.048891200786652e-06,1.3291019441796103e-06,3.18812413926794e-06,2.3245704138638972e-06,2.043227765638926e-06,1.6691908557289786e-06,2.2214349247258387e-06,1.941520428026999e-06,2.081665294492963e-06,2.3394748236548285e-06,1.3904787693123866e-06,1.878204126177702e-06,2.337297747518542e-06,2.081090845091972e-06,2.028856048869452e-06,2.2530774257259604e-06,7.973617023585538e-05,2.042296940632311e-06,2.0807126083837426e-06,2.0228016850309883e-06,1.9312868706711555e-06,2.0670302199198955e-06,1.5236632831247597e-06,2.867870463033926e-06,2.5011570731742185e-06,2.6660699604843907e-06,1.6546371181143323e-06,1.3110179338559579e-06,1.767841977666674e-06,9.352658021226112e-07,1.497436716637998e-06,1.9623572800352083e-06,2.0226822862323657e-06,0.0,2.128550915822635e-06,2.125912302135798e-06,1.6225652639376829e-06,1.878204126177702e-06,2.3415596997734785e-06,1.8761399191221364e-06,2.0222139204354033e-06,8.750874811263329e-05,2.1202118260099725e-06,2.0548299826191937e-06,2.106137060182032e-06,2.168283388187162e-06,1.0800877539810348e-06,2.088240766405438e-06,2.1826425611852006e-06,1.7159389812148694e-06,2.0951368235727712e-06,1.4703510531677936e-06,1.8785821669939726e-06,1.3361183037868123e-06,1.9124328237399094e-06,1.0405111851315525e-05,2.413193711589276e-06,2.013233192378407e-06,1.7618921879625561e-06,2.5823577997049296e-06,1.448535744087088e-06,2.205362803594445e-06,5.166103986334885e-07,2.1106996855490264e-06,2.0484476087020743e-06,2.4131937115892755e-06,2.3552299459851705e-06,2.2577335386576143e-06,2.04028864201364e-06,2.3078120054978063e-06,1.9673283604981673e-06,2.134668601376868e-06,2.5044457953611836e-06,2.2403106958971878e-06,2.493581742804074e-06,1.972055868381558e-06,2.4738408226630447e-06,1.9652218307806764e-06,2.134668601376868e-06,2.4062169524939045e-06,1.9474818266349523e-06,2.2710740256902673e-06,2.022089115368522e-06,2.0969023619367576e-06,1.9515910569159952e-06,1.8967797760292685e-06,1.4886456545959752e-06,2.5430065470026904e-06,1.7390838838409094e-06,1.9956595925840357e-06,1.4468622785930237e-06,2.0056985157825876e-06,0.0,1.6918361919707615e-06,3.0834783164928863e-06,1.5509026497948407e-06,2.1676636655971174e-06,2.002996006717791e-06,2.0189461776840206e-06,1.963821030707467e-06,1.877807124285292e-06,2.008435369172545e-06,1.8958509604520519e-06,2.231517961668007e-06,2.156378678318075e-06,2.075515409920244e-06,1.6402651693608663e-06,2.257893194518573e-06,1.93186426619087e-06,2.1685249918801526e-06,1.8623329693421206e-06,2.173803675021606e-06,2.011972322151376e-06,1.9520334704225095e-06,1.3187677475085808e-06,2.00523567299043e-06,2.0249189214946374e-06,2.041516581620356e-06,2.098156397886073e-06,2.0020880388230364e-06,2.045930003710559e-06,1.6150460259820773e-06,0.0,2.029373722559546e-06,2.1533897101007717e-06,2.5723559067792797e-06,2.391132707486236e-06,3.0053797985067407e-06,1.9532794208151734e-06,1.8785287668540399e-06,2.9127084119231353e-06,2.1131586695329195e-06,1.9706192671330324e-06,1.7109096934727254e-06,1.3948266313421847e-06,2.2943671545656275e-06,2.13979585804168e-06,2.118543625146814e-06,2.0173367872479078e-06,3.069256907432353e-06,2.05874181384056e-06,2.0052836291284546e-06,2.045348675994575e-06,2.024325436213944e-06,1.279333890233511e-06,2.078209937532875e-06,2.0520599441057345e-06,1.9858377119008503e-06,2.1365007360848074e-06,2.305370975334635e-06,2.114872461704447e-06,1.915163167878414e-06,2.1378560018419726e-06,1.7446730056573196e-06,1.912868669161406e-06,2.011130433681765e-06,2.0586552063776588e-06,2.017258791237483e-06,1.8786912283186606e-06,1.915163167878414e-06,2.0299533434786807e-06,2.014813106429694e-06,1.847399648528422e-06,1.8979697008732597e-06,1.7763683360126148e-06,1.9871168725262745e-06,1.9286807380031498e-06,1.993926622936445e-06,2.251077983610757e-06,2.0468261922151343e-06,2.267006068688368e-06,1.4814525899971318e-06,1.9652218307806764e-06,2.6126715233829903e-06,2.1875193039221805e-06,2.799668452489114e-06,2.5249654231266746e-06,2.0131246327259134e-06,2.0360654474076524e-06,1.915570443555603e-06,2.3193907509978386e-06,1.963821030707467e-06,0.0,2.1539179404444828e-06,1.455912138321294e-06,2.016185684152931e-06,1.686002280669098e-06,2.359930109012316e-06,1.9819999294081207e-06,2.2634219652849277e-06,2.971533228088557e-06,1.9817426913126174e-06,2.2069383685280673e-06,1.6266737670674266e-06,2.4728734193772324e-06,2.3091723932692044e-06,2.2734084654246577e-06,2.145039371183761e-06,1.2959251821066307e-06,2.1502775411315202e-06,1.7302352893629932e-06,1.2567575833705949e-06,1.6850453253105885e-06,2.0549171799595373e-06,2.012820870636701e-06,2.2144783459991053e-06,1.9307121544682045e-06,1.469964275961852e-06,2.0071615809272173e-06,2.0002366168150703e-06,1.5791973616380213e-06,2.9831071258844957e-06,1.2707766579572433e-06,1.995209563921811e-06,2.0093158099653423e-06,1.7265420910382747e-06,1.989369000286234e-06,1.845452221313119e-06,2.0111304336817657e-06,1.4824759635630081e-06,1.2512394949329152e-06,1.2422520586263016e-06,2.0111304336817657e-06,1.7375187453096407e-06,1.4752584632151077e-06,1.2937361904036673e-06,2.0144241690934862e-06,2.010093549824341e-06,2.3042605992948014e-06,1.9307121544682045e-06,2.011739596608244e-06,2.177451948614131e-06,2.059646679793309e-06,2.112247091546148e-06
Agricultural and forestry machinery,3.265318497998742e-09,9.536379077781838e-09,1.287391217730258e-08,1.800663813269847e-09,5.465543063406222e-09,5.260419732033061e-09,7.493575160569155e-09,5.557061942735163e-09,7.798097562983927e-09,1.9405429799078103e-08,4.642575910083099e-09,7.220969830840645e-09,2.9994933831329926e-09,4.641738426541038e-09,4.908182138221935e-09,7.790231840841164e-09,8.3106693707146e-09,2.8781832773517838e-08,2.4653287076595507e-08,1.130015700825097e-08,1.029740900906575e-06,9.993249605353181e-09,7.730794228653955e-09,6.246959710557601e-09,2.173624957986722e-09,7.074492467824166e-09,7.972149955601698e-09,9.879767666599522e-09,3.4795936332142235e-09,1.8584025240086192e-09,5.190140603484003e-09,5.616967180184606e-09,3.510000478124334e-09,9.498740054930908e-09,8.933708855339606e-09,0.0,7.504871353664208e-09,8.771883087427637e-09,4.801961659884566e-09,4.641738426541038e-09,9.178783819569614e-09,7.858575740684092e-09,8.896948357109863e-09,0.00047331288592619854,4.9677919362271386e-08,8.683607250664228e-09,2.6091835246834794e-08,1.2375758721803429e-08,4.658184720859725e-09,1.2869138071195331e-08,6.838030716458826e-09,1.2947458181304162e-08,4.939329716528632e-09,6.1809674622941245e-09,4.641738426541038e-09,4.8106224693206326e-09,5.391554329125846e-09,6.5627640960206085e-09,5.097617973371685e-09,7.267471666001287e-09,6.011296838986443e-09,1.1182999536551622e-08,4.880274768596356e-09,7.2934844005776575e-09,6.910313979669265e-09,9.381137263222315e-09,4.0574066647690345e-09,0.0,4.734985432242779e-09,9.28630988073161e-09,7.477127398502724e-09,8.154217525470303e-09,8.560528026695355e-09,2.090602070165914e-08,7.220969830840645e-09,7.656547733349874e-09,1.0350161725093548e-08,6.186820300314588e-09,1.417214868080346e-07,6.590065255370941e-09,2.459617108608031e-08,7.552289900612165e-09,1.4569031012165051e-06,6.409583282873364e-09,3.7653237558197564e-08,8.800001746069617e-09,6.29556061209879e-09,4.930146811419821e-09,5.558672537153089e-09,1.0427496456030482e-08,5.961587872259484e-09,8.860085312409847e-09,8.953194792125833e-09,8.138439453125638e-09,0.0,5.375046595341044e-09,5.681988662207237e-09,4.641241093338918e-09,7.614280037155806e-09,9.112960730633977e-09,9.064014397867582e-09,1.800663813269847e-09,5.819667403682123e-07,8.359793742081393e-09,9.375064988921043e-09,3.423515664567201e-08,5.598787158102409e-09,2.017858446163475e-09,7.642041181911744e-09,1.0591565447671008e-08,9.081494700861814e-09,6.38296283896174e-09,1.1109016525496975e-08,8.691017486209568e-09,8.88032837467984e-09,1.7659096007286565e-08,2.7813047722197188e-09,1.815296251120561e-08,6.046594001007321e-09,8.878369702388787e-09,7.551991329474476e-09,4.688352589558914e-06,7.433657884289017e-09,2.8739796194930537e-09,0.0,9.17462459206766e-09,6.9493937622134984e-09,1.3382880630472513e-08,9.67459748865334e-09,1.086291828209558e-08,5.647015559299721e-09,5.583224008194964e-09,7.497747163579988e-09,8.613518389469993e-09,9.27422417078932e-09,2.7931210334012875e-09,5.21710647486165e-09,7.349348736064337e-09,2.226860007993268e-06,7.504838933074431e-09,8.955113305070628e-09,6.872572142401689e-09,8.141116140593019e-09,8.87415248540876e-09,8.247444954187506e-09,8.965814708573927e-09,1.800663813269847e-09,2.3718703468907507e-08,8.773402639470332e-09,9.158186735231399e-09,7.602951511723473e-09,7.242626532124738e-09,3.779851956019264e-08,5.9791630769928936e-09,9.59887937892455e-09,5.64887540665326e-09,8.964885163315126e-09,1.1301527919398142e-08,1.301549336971252e-08,9.17836641298393e-09,4.768674250676744e-09,1.2883273600027097e-08,1.1186168088746771e-08,9.649802582078113e-09,4.904212616390834e-09,5.84983766870398e-09,6.613974600038012e-09,8.690427254829092e-09,7.2978274013561384e-09,8.948668542714594e-09,9.248538392138604e-09,8.89694835710986e-09,7.306616732357309e-09,5.4529575331215605e-09,6.5900652553709415e-09,7.042120133775933e-09,6.347803210004627e-09,6.925668327208375e-09,8.51837007873265e-09,8.03560361399697e-09,8.876157122243813e-09,9.186516899380074e-09,5.2523375256692326e-08,8.304775967216708e-09,0.0,2.2203154319573874e-08,8.307411710460624e-09,1.3013515159395457e-08,4.817488423317816e-09,5.0742088792383176e-09,8.49005258350826e-09,7.04600687196131e-09,7.614593510679494e-09,3.106012445909476e-09,6.222751905224053e-09,8.995828114314883e-09,8.079796115540131e-09,7.421953533111638e-09,1.1724318391588032e-08,7.0599786547959235e-09,2.0026109299574496e-09,9.888765977312297e-09,9.931874295022057e-09,3.5347324920453815e-09,1.4716593644906932e-08,1.3579856923477605e-07,8.927379282828271e-09,8.578317388305705e-09,2.878183277351783e-08,7.0868496620975455e-09,8.239945109507355e-09,9.979572725217898e-09,4.592543905922566e-09,5.527776089803878e-09,7.172692318227149e-09,8.596154546272256e-09,8.594354218517026e-09,8.943079117782702e-09,9.302633989317993e-09,5.721836995081401e-09,4.844906238272212e-09,5.937631304808184e-09,1.800663813269847e-09,5.737823692261578e-09,0.0,3.12509701511293e-09,5.782217685010447e-09,2.9660942609208555e-09,8.392068962840192e-09,8.961063683755214e-09,6.738887734304083e-09,1.0133995620341568e-08,1.1686654542067502e-08,7.287629933678372e-09,8.030333083500094e-09,7.907248009349929e-09
Aircraft and spacecraft,2.448288985155998e-06,2.278158450675248e-06,1.9350452852945646e-06,2.3362641446844106e-06,1.2335590541837408e-06,1.707886473370513e-06,2.1617525487615762e-06,2.3517325803649025e-06,1.767248320380685e-06,2.117755146995289e-06,2.137130290160197e-06,1.4381523925677947e-06,2.0603646769022976e-06,1.5040733423156142e-06,2.203821357904956e-06,2.1942365475759733e-06,2.0429777274499447e-06,1.6834620168725694e-06,1.8432355375507462e-06,2.195166839412495e-06,2.091866599690751e-06,1.7096888792166464e-06,1.965717978443283e-06,2.123479810017521e-06,2.284190566858561e-06,2.498245157166841e-06,1.0655284654098505e-06,2.3280652278689253e-06,2.535783444565732e-06,2.5325344891130484e-06,2.075491710454573e-06,2.143890890514992e-06,2.3610677141133547e-06,2.294950927221009e-06,1.1168491106971711e-06,0.0,1.5975759355124065e-06,2.078349894748765e-06,2.3445832207193454e-06,1.6973778770535714e-06,2.197469631021259e-06,1.5844646541561145e-06,1.9236651461491548e-06,1.2884540462131675e-06,1.6423332651542504e-06,2.0720123103997303e-06,1.7151212803388907e-06,1.86533264764667e-06,1.6871936056638258e-06,2.2280447482978297e-06,1.3277673575102316e-06,2.460604415909952e-06,1.2571703794697467e-06,2.2420523469902114e-06,1.5040733423156146e-06,2.0733147106897626e-06,2.2879844479472704e-06,1.452896996736256e-06,1.9307942973045826e-06,2.4178892614388686e-06,2.137786104308505e-06,2.243441908407885e-06,2.3483039144170024e-06,1.7955706724163441e-06,2.536565739180791e-06,2.2465751200979727e-06,2.175878812435977e-06,0.0,8.812115995973208e-07,2.425309016704544e-06,2.2808698233130184e-06,1.515560508783122e-06,1.2726648403290791e-06,2.1283268512394597e-06,1.0655284654098505e-06,2.3989147167249743e-06,1.9340883340404315e-06,1.8671222753963558e-06,1.6230572853295345e-06,2.235396722977566e-06,2.1346494581783643e-06,2.0653775960295096e-06,2.007437260917509e-06,2.1342241982882815e-06,2.134530767130516e-06,1.3638360221556247e-06,2.1488762569470537e-06,2.000702842543504e-06,2.344731021984623e-06,2.3049541655673694e-06,1.8921498402392496e-06,2.3243457944513447e-06,2.536141774409868e-06,2.003797670995055e-06,0.0,2.393156906077946e-06,1.4460161382895056e-06,2.5502314485626835e-06,2.19851190039259e-06,1.993193518157831e-06,2.0285203010965194e-06,2.003319351875385e-06,1.6839636248550038e-06,1.863293692251602e-06,2.221685991339681e-06,1.962288227898485e-06,2.3489937802467574e-06,6.288613678083731e-07,2.556962614483132e-06,2.3989147167249743e-06,2.188796239518361e-06,2.0321169844122918e-06,2.1638321925030192e-06,1.7746544322510009e-06,2.21781546644139e-06,1.5786339572859605e-06,2.560093154634611e-06,2.2159670694204785e-06,1.781693345065222e-06,2.0162818829054712e-06,1.9692459253853527e-06,1.983985529303271e-06,1.9246315122355236e-06,2.4039732358533406e-06,0.0,2.0607457033538293e-06,2.337982817395341e-06,2.218173339471328e-06,2.263370555951044e-06,2.322129738865021e-06,2.0895676844705124e-06,1.3267232022900294e-06,2.237388981838519e-06,1.143684115957373e-06,1.907886196444706e-06,2.27088317807249e-06,2.2433427792363684e-06,1.924829356944127e-06,1.932974347723133e-06,2.007472429727177e-06,1.268663116556516e-06,2.3554566820170956e-06,2.3339072024763276e-06,0.0,1.7486068397174935e-06,1.5176925953993513e-06,2.1692576225253725e-06,1.9116444463009632e-06,1.244234403544076e-06,1.8495700357497953e-06,2.2604297702465584e-06,1.1258249350876101e-06,1.2151699488569662e-06,0.0,2.1722400067627415e-06,2.202295141933439e-06,2.587257734653341e-06,2.2373429808112994e-06,2.1595513391213246e-06,1.720258605629013e-06,1.5040733423156136e-06,2.1269874208738464e-06,1.893522487038509e-06,1.962622697940504e-06,1.3879014660630314e-06,1.065528465409851e-06,2.323241446304442e-06,1.8431410154948197e-06,2.498380299140374e-06,1.9377554225851805e-06,2.3751642776069e-06,2.088332124668031e-06,1.3638360221556247e-06,2.501730738702834e-06,2.2353967229775662e-06,2.5618629191653703e-06,2.3310181111634803e-06,1.4295592142219564e-06,2.088332124668031e-06,0.00016122134521376886,2.2773393171132318e-06,6.046865197378593e-06,2.1202566005883105e-06,2.003319351875385e-06,0.0,2.2039322800922724e-06,1.6432855249957501e-06,1.8087786593068317e-06,2.352088818683312e-06,2.002735793905224e-06,1.586176893682271e-06,2.1274480151398815e-06,2.2023465836958424e-06,1.370621932542546e-05,1.6754054479139537e-06,2.294325356792293e-06,2.31242371018416e-06,2.1684615226741125e-06,2.3638062175948506e-06,1.8759892161893351e-06,1.8383663252174204e-06,2.0301623860612297e-06,2.1338667889551934e-06,2.2543595228073824e-06,2.1524689702638288e-06,1.5690110666369072e-06,1.9676467627470174e-06,2.1425951316369834e-06,1.75338056347041e-06,2.0634713325345235e-06,1.7597518693042856e-06,1.7440614321912666e-06,2.4958496361513618e-06,1.2167222846019815e-06,1.77590468049456e-06,2.1887962395183614e-06,2.394407254799604e-06,2.1583331242345185e-06,2.3075627639756793e-06,4.251197910049307e-07,2.264852043118367e-06,1.361646802400448e-06,2.587257734653341e-06,2.375922088830299e-06,2.1346494581783647e-06,2.5408741577974365e-06,2.4007108678136195e-06,1.7553163824523483e-06,2.0710893211938508e-06,1.549134190085284e-06,1.6669195239522358e-06,2.199655633832854e-06,2.0639396016818347e-06,2.245277101568491e-06,1.978584761557168e-06,2.204104384532852e-06
Animal feed ingredients and pet foods,0.0,1.0000973642266606,1.0000973642266613,0.0,1.0000973642266604,0.0,1.0000973642266604,1.000097364226661,1.0000973642266606,0.0,0.0,0.0,1.0000973642266613,1.0000973642266602,1.000097364226661,1.0000973642266606,1.0000973642266604,1.000097364226661,1.0000973642263928,0.0,1.0000973642261477,1.0000973642266608,1.000097364226661,1.0000973642266535,1.0000973642266617,1.0000973642266604,0.0,1.0000973642266606,1.0000973642266604,0.0,1.0000973642266604,1.000097364226661,1.0000973642266608,1.0000973642266606,1.000097364226661,0.0,1.0000973642266606,0.0,1.000097364226661,0.0,1.000097364226661,1.0000973642266617,1.0000973642266613,1.000097364225784,1.0000973642266466,1.0000973642266608,1.0000973642264974,1.0000973642266604,1.0000973642266613,1.0000973642266617,1.000097364226661,1.000097364226661,1.0000973642266608,0.0,0.0,0.0,1.0000973642266606,1.0000973642266604,1.0000973642266604,1.000097364226661,1.0000973642266608,1.0000973642266606,1.0000973642266602,1.0000973642266606,1.0000973642266595,1.000097364226661,1.0000973642266615,0.0,1.000097364226661,1.0000973642266604,1.0000973642266597,1.0000973642266608,1.0000973642266602,0.0,1.0000973642266608,0.0,1.0000973642266595,1.000097364226661,1.000097364226661,0.0,1.0000973642266593,1.0000973642266606,1.000097364226657,0.0,1.000097364223038,1.0000973642197086,1.000097364226661,1.000097364226661,1.000097364226661,0.0,1.000097364226661,0.0,1.000097364226661,1.000097364226661,0.0,1.0000973642266606,1.0000973642266608,1.0000973642266604,1.00009736422666,1.000097364226661,1.000097364226661,0.0,1.0000973642266608,1.0000973642266615,1.000097364226661,1.0000973642266597,1.0000973642266613,1.0000973642266604,1.0000973642266608,1.00009736422666,1.0000973642266608,1.000097364226661,1.0000973642266606,1.0000973642266597,1.0000973642266613,0.0,1.0000973642266608,1.0000973642266604,1.000097364226661,1.000097364226661,1.0000973642266606,1.000097364226661,1.0000973642266602,1.0000973642266608,0.0,1.0000973642266606,1.000097364226661,1.0000973642266604,1.000097364226661,1.0000973642266597,1.0000973642266608,1.0000973642266604,1.000097364226661,1.0000973642266604,1.0000973642266606,1.0000973642266604,0.0,1.0000973642266606,1.0000973421653694,1.000097364226661,1.000097364226661,1.0000973642266613,1.0000973642266613,0.0,1.000097364226661,1.0000973642191018,0.0,1.000097364226661,1.000097364226661,1.0000973642266617,1.000097364226661,1.000097364226661,1.0000973642266375,0.0,1.0000973642266604,1.0000973642266606,1.0000973642266606,1.0000973642266604,1.0000973642266613,1.0000973642266606,0.0,1.0000973642266606,1.0000973642266617,1.0000973642266613,1.0000973642266606,0.0,1.0000973642266602,1.000097364226661,0.0,1.0000973642266604,1.0000973642266602,1.0000973642266613,1.000097364226661,1.0000973642266606,1.0000973642266608,1.000097364226661,1.0000973642266606,1.0000973642266608,1.000097364226661,1.0000973642266606,1.0000973642266602,1.000097364226661,1.0000973642148154,1.0000973642266608,0.0,0.0,0.0,1.0000973642266606,1.000097364226661,0.0,1.000097364226661,0.0,1.0000973642266608,1.000097364226661,1.0000973642266606,1.000097364226661,1.0000973642266604,1.0000973642266608,1.0000973642266604,1.000097364226661,0.0,1.000097364226661,1.0000973642266606,0.0,1.0000973642266608,1.0000973642266382,1.0000973642266608,1.0000973642266604,0.0,1.0000973642266606,1.000097364226661,1.0000973642266606,1.0000973642266613,1.0000973642266608,1.0000973642266602,0.0,1.0000973642266608,1.0000973642266613,1.000097364226661,1.0000973642266608,0.0,1.0000973642266617,1.000097364226661,1.00009736422666,0.0,1.0000973642266608,1.000097364226661,0.0,1.0000973642266608,1.0000973642266613,0.0,1.000097364226661,1.000097364226661,1.000097364226661,1.0000973642266608,1.000097364226661
Articles of concrete cement and plaster,7.096314984806376e-11,3.2085211005397733e-10,2.377531695798899e-10,1.6134688273960637e-11,9.46887051689389e-11,1.0433471633670685e-10,4.3012788098827275e-10,4.31521924067074e-10,8.375362967375552e-12,3.090531558514371e-10,1.2204343499656368e-11,1.0339162694095744e-11,5.1710446059495664e-11,1.6790710461761344e-11,6.665909880516811e-12,4.243113898378114e-11,3.593906010348473e-10,1.8144615595613568e-10,2.1246638012755386e-06,5.8145856866673485e-11,3.908746110820497e-07,4.2187490803162857e-10,4.65159739796301e-11,4.1919616532252293e-10,7.966017368971449e-11,6.358310593335097e-12,1.1951093656383584e-08,1.6676648770033805e-10,6.015132044939324e-11,2.453255010996008e-11,5.320324859694178e-10,3.920405053213162e-10,5.550169187602895e-11,4.1931347844704343e-10,5.379772310545026e-10,2.938823704880072e-11,4.828830953597011e-10,7.503847689526145e-09,1.2204343499656368e-11,1.6790710461761344e-11,1.5186563966158863e-09,6.468464458989813e-10,4.290812720491364e-10,2.9184097276474862e-08,2.354508112395972e-09,4.921947703109713e-10,4.6291226832207545e-09,2.191628205188757e-10,1.8278651176435434e-11,1.031728836506058e-09,1.210999031528726e-10,4.1307403598826293e-11,9.616783487907692e-11,5.3969226589263824e-11,1.6078049692245713e-10,3.3356866259945e-11,5.067125132097598e-12,4.585224364427172e-12,1.409726112926549e-11,3.9776006527127074e-10,5.798371660172002e-11,1.0339162694095744e-11,2.938823704880072e-11,3.6798247163066405e-10,1.5789032984905403e-11,1.5986587074012928e-10,1.3607821392626856e-10,0.0,5.10153089031316e-11,1.0746513840819372e-11,2.7335249689175714e-10,2.502982318554546e-12,2.652220133353099e-10,5.30717782909057e-10,1.3151602192262855e-08,2.9806329936889037e-10,1.2879423872315853e-11,3.332425039757559e-10,3.3362924675799846e-09,1.4155010951730198e-10,5.30717782909057e-10,3.3076196596980337e-12,5.838391218651713e-05,1.2392543047218208e-10,7.120472981875552e-06,1.63675981081464e-05,2.382706941355976e-10,5.723596637687967e-12,9.748030525063342e-11,1.0479402536832738e-11,4.6597729297785234e-11,3.715211214793119e-10,1.6587427322049153e-10,4.195200163272588e-10,0.0,5.644727378425664e-11,6.090801772259424e-12,4.873745497355906e-10,6.43718264811288e-12,4.085525604779589e-10,5.380063575260947e-10,0.0,4.8758984284696874e-11,3.27762182042074e-10,9.498928465063822e-11,3.5304433631930694e-11,1.7607585452153396e-10,8.169429387183217e-12,8.713403471495812e-11,3.4862889724919777e-10,4.4067530038826573e-10,8.985835173319781e-12,3.8333557345342194e-10,8.399973824164189e-12,3.6706899823144323e-10,2.6360872732097666e-10,3.0158819655019194e-11,3.64798975021727e-10,3.592495488540304e-10,3.264106419890587e-10,4.6325018196080554e-10,6.023570411140848e-08,1.1388959271466834e-10,6.181760648008237e-11,0.0,3.953974745241048e-10,4.85601398217477e-10,2.0619238810023903e-11,5.599629513023312e-10,1.913134961343148e-11,4.088148850752034e-10,2.4558832088058257e-11,8.616861710466162e-12,3.1415410855472963e-09,9.958756334965128e-10,9.196324339661432e-13,2.521152247218047e-10,7.424562357750729e-11,7.202522615816015e-05,2.580155142405991e-12,3.4981029373504933e-10,7.524874694365165e-11,3.890737488847935e-10,3.703272934592869e-10,2.1317135610574696e-10,5.740828957940333e-10,1.56957763717931e-11,2.5253524200661742e-09,4.569161408820883e-10,4.1063418038258775e-10,4.806567388532057e-10,7.2505749560613165e-09,3.693389151223771e-07,1.9696472751552779e-10,1.2517072892868983e-07,4.706392558267639e-11,2.0855686117583752e-10,4.9376488184958164e-11,4.8938939761723146e-12,4.937436545294266e-10,4.07247466713783e-11,2.0855686117583752e-10,4.2175742409776754e-10,8.132595064053532e-10,1.416170989667582e-10,2.085568611758375e-10,2.5979397993035e-10,3.5591764375056586e-10,4.256464452764901e-10,3.251985101865365e-10,8.172472371243491e-12,4.2834050342553627e-10,7.85955281928063e-11,3.9612039549778196e-10,1.4155010951730198e-10,3.795559294948754e-09,6.874234785779797e-12,1.0411357332520371e-11,2.2795789498614962e-10,2.601301612111965e-10,4.067188930778303e-10,3.5915751445181404e-10,0.0007108283178389765,1.4633408289536063e-10,0.0,4.868316910934617e-10,3.719177681349439e-10,1.2209568760530974e-07,7.407838552749761e-11,4.962867218125836e-10,4.1530464449571463e-10,1.1278591414144451e-08,6.418532938870706e-11,4.3179585094698554e-10,1.2491781579226245e-10,2.250184152348345e-10,3.477855388740666e-12,1.4832187553670892e-11,5.17835928907481e-12,4.794969986070142e-10,3.070376911906196e-10,3.6350743375536394e-10,1.8086450878206075e-10,2.4725532507273038e-11,9.190103401725598e-09,8.329666436858843e-07,3.125479430638241e-10,8.682977831813206e-11,3.1519824180546755e-10,2.6200778628665633e-09,3.97127519853219e-10,3.148369391438632e-10,1.5024670191963911e-10,1.3296399850499663e-09,5.725230704967746e-12,2.6533756329821857e-10,4.0670943465803097e-10,2.278990811294164e-11,4.675280157833086e-10,4.854566355547968e-12,0.0,4.1254055121280474e-10,1.6061667634843652e-11,3.830108927485815e-12,0.0,5.900279303420054e-11,2.94715668301964e-10,2.2045208678625108e-11,3.7684130753020026e-10,3.217209657814765e-10,1.0103070355176823e-08,3.1519824180546755e-10,4.074289963545219e-10,4.855785169644195e-10,4.6467748202775426e-10,4.700311572232531e-10
