,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,2.2292484637268975e-05,3.155686426026766e-05,3.2526374112483464e-05,2.1378085449841502e-05,3.0684131682789875e-05,3.518729822680026e-05,3.1717758345644616e-05,2.6150274887827418e-05,2.9838639091455336e-05,3.3056147103515326e-05,3.433647371565636e-05,4.074708366388247e-05,2.246017069583368e-05,3.0090812247440383e-05,3.254299315681248e-05,3.212668852876322e-05,3.349509350552503e-05,4.215059539531726e-05,3.624560485532496e-05,3.42650870524886e-05,3.231699753276866e-05,3.429246948733459e-05,3.1459153492914185e-05,2.511150210561898e-05,3.182543859185018e-05,6.403097720730333e-05,3.32341726609134e-05,2.6654625053070167e-05,2.1320811740870636e-05,2.740837809006308e-05,1.279267562094935e-05,2.403469054679152e-05,3.29299249016648e-05,3.2267161238908606e-05,0.0,3.29846535544942e-05,3.5561962435516266e-05,2.8603787474640716e-05,3.0090812247440373e-05,3.28085928298888e-05,2.976325213224171e-05,3.219671517732581e-05,3.737561784672154e-05,3.3367736759359454e-05,3.095174139839076e-05,3.845226521686954e-05,3.152547404932077e-05,1.731213356571123e-05,3.503847963595717e-05,3.265676918562816e-05,2.744872803868812e-05,3.155395942226424e-05,2.3871630358360062e-05,3.0097890666846564e-05,2.2109910682660363e-05,2.92059225055685e-05,3.363112631925912e-05,3.222206967970095e-05,3.2272728663162115e-05,2.80931491662681e-05,3.358146649706071e-05,2.3147426937498593e-05,3.826358996171028e-05,8.51036213868322e-06,3.16993819898663e-05,3.2321979811644564e-05,3.222206967970095e-05,3.257516666516332e-05,3.257689968907693e-05,3.27448074201585e-05,3.3524979806325436e-05,3.17595704413284e-05,3.765385906988416e-05,6.460384186858971e-05,3.1545669515958255e-05,3.3676195814755186e-05,3.2201677696001224e-05,4.4034531419253545e-05,3.246848737532554e-05,3.765385906988416e-05,0.00010827454686330571,3.1206951986822495e-05,3.426481743029447e-05,3.25910174274515e-05,3.253247411017814e-05,3.689287136677182e-05,3.008754228777044e-05,2.5862151081677927e-05,2.4007045413919708e-05,3.3762769661123245e-05,2.7791681650609027e-05,3.2869029880986154e-05,2.3019286338485797e-05,3.236242622083737e-05,0.0,2.72226360766063e-05,3.1985436386954593e-05,2.4844921247893998e-05,3.0835697129141725e-05,3.2700040365923e-05,3.225863614614782e-05,3.630323949300856e-05,3.0363861224763898e-05,3.1641091709002484e-05,2.9611955722033887e-05,3.304352745941297e-05,3.964266042564327e-05,2.8394725972722668e-05,2.631164065408062e-05,3.162342769077203e-05,3.113530889739635e-05,3.0571264400869955e-05,2.923666934159363e-05,3.061994070641956e-05,3.217954614070553e-05,3.117043944811368e-05,2.134095100062681e-05,3.2189322027845775e-05,3.075682526023994e-05,3.207667748878265e-05,3.157748976946634e-05,3.154685946617815e-05,3.1182514737307466e-05,2.5926441959249006e-05,0.0,3.279224815205679e-05,3.223116560420245e-05,5.188043968501161e-05,0.0001241717606884866,3.615590375645358e-05,3.0976122252439064e-05,2.3035596645601468e-05,3.121737730273684e-05,3.459516667815604e-05,3.244401195197844e-05,2.7234702247203707e-05,2.2585866335215332e-05,3.2702910345212386e-05,3.392084908970314e-05,3.5340036789987056e-05,3.214899424967612e-05,3.2226564861510044e-05,3.183788087822822e-05,3.220725772591145e-05,3.187587189085181e-05,3.604050535507339e-05,2.0739671224222094e-05,3.126936600564007e-05,3.1928511858841164e-05,3.242147580546544e-05,3.182264072785771e-05,4.570403153822289e-05,4.059944722448146e-05,3.078205858172881e-05,0.00017165014153799617,2.798006629310278e-05,3.0739144486715064e-05,3.663112945228043e-05,4.495528618682853e-05,3.2331301821368875e-05,3.0083317026319272e-05,3.078205858172881e-05,3.194685621762245e-05,3.212700597611924e-05,2.9549000621712955e-05,3.046641342011469e-05,2.81328391875825e-05,3.2882101801519364e-05,3.099716489617514e-05,3.2223339579839616e-05,3.141008312216071e-05,3.179917149387421e-05,3.411793094603116e-05,2.270429339367334e-05,3.2468487375325544e-05,3.7142134908012825e-05,3.168484117477866e-05,3.3495479799311776e-05,3.6185471146188856e-05,3.217051712528054e-05,3.143478226903165e-05,3.0623366544358384e-05,5.056398663249676e-05,3.630323949300856e-05,0.0,3.509279058920197e-05,2.341398150126623e-05,3.306212809966464e-05,2.68547666518466e-05,3.30751880814628e-05,3.151119921390404e-05,5.369216393701284e-05,3.263731451110942e-05,3.12077535666897e-05,3.603202106752421e-05,2.6085680345796388e-05,3.229627018566111e-05,3.324557584655094e-05,3.258576906061417e-05,6.315131697727028e-05,2.105577874570705e-05,3.1709281531113896e-05,2.7164195050551786e-05,2.029693879103786e-05,2.7554595227577043e-05,3.255944824173349e-05,3.203260131220075e-05,3.1973246306658494e-05,3.173059594424947e-05,2.3171652215273985e-05,3.2293895757916935e-05,3.209312570097096e-05,2.4621947861159262e-05,3.226967599358847e-05,1.970187722765255e-05,3.1932479660727206e-05,3.2027357181634174e-05,2.6875415801086676e-05,3.125345316038042e-05,2.110399520019733e-05,3.663112945228045e-05,2.311456828432064e-05,2.0184106398740674e-05,1.758981640694791e-05,3.6631129452280454e-05,2.656245482696743e-05,2.3224146497698097e-05,2.0718520560231145e-05,3.225016008334721e-05,3.4390560653903756e-05,5.3106683809236736e-05,3.173059594424947e-05,3.2127590103282495e-05,3.196165936772465e-05,3.1984521894260715e-05,3.1879815027208684e-05
Agricultural and forestry machinery,8.882313734557326e-06,7.18505654500225e-05,9.763810906030642e-05,6.76091453662737e-06,6.040625996362989e-05,1.0214507228533664e-05,4.197117210699062e-05,1.6191326419179712e-05,0.00012354018490528428,1.5179826662197904e-05,8.610906767895618e-06,9.870386067953518e-06,5.172849953567229e-05,8.602170944904831e-06,8.635088639085215e-06,2.360058659380789e-05,1.1372206318252271e-05,1.7505356803179463e-05,2.4404469292362934e-05,1.8163192986657354e-05,2.3964647177349674e-05,5.092496338519895e-05,0.00010515699564973038,1.1494663423922049e-05,6.894636392380094e-05,1.3739030703788272e-05,1.9002244978122083e-05,9.68659168767895e-06,6.813954629327026e-06,1.5541828731121795e-05,1.1333461394217645e-05,9.307683416088693e-06,1.783861757051303e-05,3.218980974767116e-05,0.0,4.580047395455783e-05,1.144614893745494e-05,1.1086545120680822e-05,8.602170944904831e-06,1.3803392968996658e-05,2.235025924052862e-05,1.5302814648335518e-05,4.763112882789329e-05,3.284548750615734e-05,3.560503437511505e-05,1.4683373347466788e-05,1.4288941887654955e-05,1.6047926387594325e-05,1.9418613734644692e-05,1.994331488863251e-05,2.0094056062927732e-05,1.4546404324065549e-05,1.3216705825208583e-05,8.602170944904833e-06,8.437158925280222e-06,9.929727124102424e-05,5.773739985330582e-05,8.3371517995187e-06,4.329348304956383e-05,1.468937247044288e-05,1.3260790907910377e-05,1.8231227991818667e-05,0.00014049072311606605,2.5552045838259863e-05,0.000152182219585997,0.00018945711671161723,0.0,1.0232464268306052e-05,1.0411118713468926e-05,4.176382785219421e-05,7.950665818683032e-06,2.7193084001559125e-05,1.368539734810628e-05,9.870386067953518e-06,5.616125721488672e-05,1.2456445850294991e-05,1.4228696483394444e-05,1.9755526788394237e-05,5.724181521363907e-05,1.3475823869513551e-05,0.0024543349989862074,2.1082838540377613e-05,1.0505209106970785e-05,3.597929277581335e-05,1.810475946663414e-05,2.2402209620197295e-05,5.638601478515429e-05,3.4326423466962935e-05,1.1421624689133085e-05,1.312792495842707e-05,1.5540364305102026e-05,2.0149869902468703e-05,1.7980760237086788e-05,1.5693325730604917e-05,0.0,1.3908959528472138e-05,2.942671667522885e-05,1.1732581904508859e-05,1.915600354932404e-05,2.2435760436275423e-05,2.5895480314867613e-05,6.76091453662737e-06,1.6377189906785538e-05,9.068453301929384e-05,0.00030615198374593546,1.239817285869632e-05,3.38922992367776e-05,1.7453014849066753e-05,1.2804818748297253e-05,0.0001102732595783081,1.497651709473629e-05,4.160183961305728e-05,8.08381683620237e-05,5.886398414819697e-05,2.1313944540104185e-05,1.8671073020268222e-05,7.692352802174074e-06,1.8860920310322605e-05,3.8108430711242864e-05,1.9386063402582105e-05,8.996367842523006e-05,3.209401523753838e-05,0.0003125404170264475,8.871519590738735e-06,0.0,3.2932611250080596e-05,2.915720687933451e-05,1.4624643260559625e-05,1.1189555085831518e-05,1.3622571589092178e-05,1.13851382729143e-05,9.241252673276055e-05,7.636615076411085e-05,3.0170064923949237e-05,2.318560745172754e-05,1.3581696607901348e-05,1.087324574938973e-05,0.00011618994920012899,2.4265710372165238e-05,4.6478043207045354e-05,2.6430333587681332e-05,7.457217950077021e-05,1.8836801257018926e-05,1.8045562842403463e-05,3.101143214740402e-05,4.334937170516797e-05,6.76091453662737e-06,1.8417794923283892e-05,2.3634070474102544e-05,2.0079182412207567e-05,3.351656790643304e-05,5.188917142164302e-05,3.745241658560318e-05,9.501009232807447e-06,4.398205699106181e-05,1.2862612161329355e-05,1.1516352693544483e-05,2.4526084129975388e-05,1.2991741604928454e-05,2.221900589621107e-05,9.006683492237093e-06,1.4141030545348588e-05,6.079801626743379e-05,6.0510286843197546e-05,1.9608284748869882e-05,1.1423438331880279e-05,2.4750641752967037e-05,2.7149252972189902e-05,1.3451474538989787e-05,2.1446920274090332e-05,9.514735301684812e-06,1.5302814648335525e-05,2.4194891907236983e-05,1.3402570388582918e-05,5.724181521363904e-05,1.3024113017555505e-05,7.286801116330129e-05,3.1716703072007696e-05,2.7373212532906554e-05,2.021145749301861e-05,4.301490802921571e-05,0.00014976667688599207,2.5589167628326864e-05,1.5516803262956708e-05,0.0,1.6617803517350746e-05,1.7231441588604087e-05,4.075492273172975e-05,1.5042721060031136e-05,1.0437450136722112e-05,7.837688873436469e-05,9.958348890439134e-06,7.894418848659182e-05,1.2036316652345012e-05,1.606134600652198e-05,2.0112160736368144e-05,2.2471018556146073e-05,2.9924716392028477e-05,9.94550218840762e-06,3.3582785622869986e-05,7.094479981451782e-06,2.7233087303107606e-05,0.00013722754129721318,7.46981992297868e-06,8.308177195592477e-05,3.439931282354767e-05,2.1784259905853275e-05,0.00012980464805162776,1.137220631825227e-05,7.956443805072922e-05,1.6909869391266823e-05,2.0351569968868532e-05,1.0871046008735021e-05,8.80034551235542e-05,0.0007203087029479065,2.6038016827560972e-05,1.8020976111369325e-05,2.961411041860309e-05,5.679719089239025e-05,1.563949798385823e-05,1.1301098612204435e-05,2.6805192503354364e-05,6.76091453662737e-06,0.00010457419422695182,0.0,7.623467635948922e-06,2.068018508819686e-05,8.21026086727458e-06,2.4504950336646997e-05,1.7179792845337e-05,1.2433865402925096e-05,1.5765938210501526e-05,0.00011979780375803595,3.62015668713034e-05,4.1941375089337246e-05,3.918411859008017e-05
Aircraft and spacecraft,1.1628821406525118e-05,9.0986255843869e-05,2.5747925128365596e-05,1.4398371425128133e-05,0.00010135037254444783,1.1562909674575732e-05,0.0001221976843842587,1.1951823876950699e-05,9.108949021233458e-06,3.6944919751585654e-05,1.4611441261659137e-05,1.4783853048386739e-05,1.1358174555677377e-05,8.969399006650735e-06,2.233379688185571e-05,0.0033035751446264874,1.1430891202355722e-05,1.843635681135857e-05,2.631571045375892e-05,1.74371991774335e-05,2.582551835277834e-05,4.6512973125708844e-05,2.1776314939574616e-05,1.657971551849364e-05,1.2663409121819746e-05,8.012361478944112e-06,0.00013219455398375625,9.287526158397953e-06,1.0554153038505934e-05,1.1895742345003325e-05,1.182010466319748e-05,1.7651290459961222e-05,2.2503393588359368e-05,8.391090832776067e-06,0.0,1.3990748046964141e-05,6.0967804382916626e-05,1.2843390995310617e-05,1.8611417525617784e-05,1.4459261093319916e-05,2.001616001295345e-05,1.7765836976224334e-05,1.419891183412423e-05,1.977354965016772e-05,2.0886087225452958e-05,1.3656188894917717e-05,1.1593321386661e-05,1.8299946374805096e-05,2.1482145858904844e-05,1.3254793902166e-05,1.1548447916800315e-05,1.518928554722388e-05,2.314394133560933e-05,8.969399006650735e-06,2.1272873842338925e-05,1.0968916110666987e-05,1.505179870497144e-05,1.615906765474395e-05,1.532236942026683e-05,3.912613876300935e-05,2.9812057408602244e-05,1.0377945894472074e-05,4.91704920767861e-05,1.033730536296197e-05,1.5438457435129967e-05,6.320765969832995e-05,0.0,7.1021925018941425e-06,1.2625493371159796e-05,3.5008338887793554e-05,1.1305192733469373e-05,9.040070524115092e-06,4.022604257519598e-05,8.012361478944112e-06,1.8759691208497365e-05,1.630991011189155e-05,1.2259274161504197e-05,1.2807491264998279e-05,1.646876906020001e-05,4.042249758506231e-05,0.0036323435218777065,2.3481425297020394e-05,1.91330437608277e-05,5.620436093763721e-05,4.042924979050607e-05,9.942561732245814e-06,0.00011783448904119015,2.746320022426538e-05,1.2841123593802721e-05,1.478129406202829e-05,1.0245687868933123e-05,1.391879183335131e-05,9.832564450405634e-06,3.2068793979895616e-05,0.0,1.324923078246135e-05,1.619133546781868e-05,9.771012995833966e-06,2.3770392818578204e-05,2.2052813304842078e-05,2.5910296793059558e-05,1.3389097904057042e-05,1.0921437784188415e-05,2.911046903844978e-05,1.238528719563876e-05,1.5566062761835828e-05,1.609028702036614e-05,6.52741156691853e-05,9.75933259737918e-06,1.8759691208497365e-05,1.272481417897283e-05,1.7115163883970652e-05,1.5936723971919806e-05,0.0002348495924826749,1.7226169307547888e-05,1.005422894717147e-05,1.0819407679919294e-05,1.0609019549928689e-05,4.226297674585387e-05,1.9089387300456825e-05,2.2254046190626398e-05,5.428635907555139e-05,2.98369007178859e-05,1.3486778195245845e-05,0.0,6.842229860601654e-05,1.4071119958392659e-05,0.004704425040065876,1.2768659997237398e-05,2.3824310456724762e-05,1.8215693341950663e-05,8.922211924753993e-06,6.538728000847003e-05,1.082797051537951e-05,1.3016161338765234e-05,1.0772391410572784e-05,1.3951449130896085e-05,3.8630263262777105e-05,0.00035002524760651744,1.9781604113469528e-05,9.965848131074298e-06,3.122794496490516e-05,1.49818994112209e-05,0.0,3.085011584284521e-05,3.304141967973143e-05,3.587600519694332e-05,1.6957041612165506e-05,1.3659630424912754e-05,2.043236251547563e-05,2.406280787618871e-05,8.49597677874238e-06,8.315632826506977e-06,0.0,4.6544696230352125e-05,3.25673337286981e-05,8.929250389475911e-06,1.6484322568171816e-05,1.6814221775787095e-05,1.8603835281657647e-05,8.969399006650735e-06,1.5422278606969237e-05,3.9343523527360534e-05,6.60961770337082e-05,1.0719709473963675e-05,8.012361478944114e-06,5.195538977967373e-05,1.5070667358558658e-05,9.259676532719027e-06,1.3342362131413368e-05,1.3890093405587134e-05,2.647246122283599e-05,9.942561732245814e-06,9.904319432878293e-06,1.646876906020001e-05,9.111990897859118e-06,1.8830922197488835e-05,1.4879294422161999e-05,2.647246122283599e-05,0.0003947170565021266,1.6171819481630447e-05,0.00016320836205923616,1.7832008513093637e-05,1.3389097904057042e-05,0.0,1.3613739969520211e-05,9.985030741140014e-06,1.7829073107381377e-05,1.4957263552234218e-05,1.3416998468338903e-05,0.00032922422301005376,1.2023264583331581e-05,1.879522699661269e-05,5.900441304111086e-05,1.291289066865852e-05,1.4841715281330516e-05,7.255330176699081e-05,1.642903786940048e-05,2.1360492740083807e-05,1.5328861837794696e-05,2.6416675295218266e-05,2.569065531533129e-05,8.306620844422619e-05,1.6533700360675574e-05,0.00020495836280072524,3.76728224775801e-05,1.9602025536839844e-05,2.559990098031411e-05,1.1994663160293397e-05,0.0005957108143929111,1.2258258500813632e-05,1.1628593682132671e-05,1.053314875252965e-05,8.856951237174766e-06,5.2792346946323225e-05,1.2724814178972833e-05,1.1325062845686482e-05,1.4096081543378134e-05,3.6134555562467846e-05,0.0011055274253404198,1.5550357728299343e-05,1.2619736844411469e-05,8.929250389475911e-06,1.3407647158004539e-05,4.042249758506231e-05,1.070772508340465e-05,3.306337208858244e-05,1.2803237760383265e-05,2.0073346295279144e-05,1.0240273037591904e-05,9.943703940915229e-06,1.4280449240217165e-05,0.00010720241071056955,1.604188344180575e-05,2.7340099636453052e-05,3.78893207584794e-05
Animal feed ingredients and pet foods,0.0,1.000000000031103,1.0000000000311056,0.0,1.0000000000311027,0.0,1.0000000000311047,1.0000000000311062,1.0000000000310882,0.0,0.0,0.0,1.0000000000311051,1.0000000000311056,1.000000000031105,1.0000000000311051,1.0000000000311058,1.0000000000311053,0.0,1.0000000000311047,1.000000000031105,1.0000000000311056,1.0000000000311045,1.0000000000311045,1.000000000031105,0.0,1.0000000000311058,1.000000000031105,0.0,1.0000000000311056,1.0000000000311053,1.0000000000311051,1.0000000000311045,1.0000000000311047,0.0,1.0000000000311053,0.0,1.000000000031105,0.0,1.0000000000311056,1.0000000000311053,1.0000000000311056,1.000000000031105,1.000000000031105,1.0000000000311051,1.0000000000311053,1.0000000000311051,1.0000000000311047,1.0000000000311053,1.0000000000311056,1.0000000000311056,1.0000000000311051,0.0,0.0,0.0,1.0000000000311025,1.0000000000311045,1.0000000000311047,1.0000000000311053,1.0000000000311051,1.000000000031105,1.0000000000311036,1.0000000000311058,1.0000000000311047,1.0000000000311045,1.0000000000311053,0.0,1.0000000000311056,1.000000000031105,1.0000000000311038,1.0000000000311056,1.0000000000311053,0.0,1.0000000000311053,0.0,1.0000000000311042,1.000000000031105,1.0000000000311053,0.0,1.000000000031105,1.0000000000308158,1.0000000000311056,0.0,1.000000000031105,1.0000000000311016,1.0000000000311051,1.000000000031106,1.0000000000311045,1.0000000000311051,0.0,1.0000000000311053,0.0,1.0000000000311056,1.0000000000311053,0.0,1.0000000000311053,1.0000000000311045,1.0000000000311053,1.0000000000311056,1.0000000000311053,1.0000000000311047,0.0,1.0000000000311053,1.0000000000311056,1.0000000000310982,1.0000000000311053,1.0000000000311053,1.0000000000311047,1.0000000000311051,1.0000000000311033,1.000000000031106,1.0000000000311056,1.0000000000311042,1.0000000000311047,1.0000000000311056,0.0,1.0000000000311051,1.0000000000311051,1.0000000000311031,1.0000000000311053,1.0000000000311045,1.0000000000311045,1.0000000000311002,1.0000000000311051,0.0,1.0000000000311051,1.0000000000311062,1.000000000031105,1.0000000000311056,1.0000000000311045,1.0000000000311053,1.000000000031104,1.0000000000311056,1.000000000031105,1.0000000000311056,1.0000000000311056,0.0,1.0000000000311058,1.0000000000311047,1.0000000000311051,1.0000000000311058,1.0000000000311051,1.0000000000311062,0.0,1.0000000000311053,1.0000000000311056,0.0,1.0000000000311056,1.000000000031106,1.0000000000311051,1.000000000031106,1.0000000000311051,1.0000000000311053,0.0,1.000000000031105,1.0000000000311047,1.0000000000311045,1.0000000000311047,1.000000000031105,1.0000000000311051,0.0,1.0000000000311045,1.0000000000311047,1.0000000000311047,1.0000000000311056,0.0,1.0000000000311045,1.0000000000311056,0.0,1.0000000000311053,1.0000000000311056,1.0000000000311058,1.0000000000311053,1.0000000000311047,1.0000000000311062,1.0000000000311053,1.0000000000311002,1.0000000000311056,1.0000000000311056,1.0000000000311047,1.000000000031105,1.0000000000311051,1.0000000000311053,1.0000000000311053,0.0,0.0,0.0,1.000000000031104,1.000000000031105,0.0,1.0000000000311047,0.0,1.0000000000311053,1.0000000000311053,1.0000000000311051,1.0000000000311053,1.000000000031105,1.0000000000311058,1.0000000000311051,1.0000000000311058,0.0,1.0000000000311053,1.0000000000310787,0.0,1.0000000000311031,1.0000000000311045,1.0000000000311051,1.0000000000311058,0.0,1.0000000000310807,1.0000000000311053,1.0000000000311045,1.0000000000311053,1.0000000000311005,1.0000000000310765,0.0,1.0000000000311051,1.0000000000311053,1.0000000000311053,1.0000000000311051,0.0,1.000000000031105,1.000000000031105,1.0000000000311013,0.0,1.000000000031105,1.0000000000311047,0.0,1.000000000031105,1.0000000000311051,0.0,1.0000000000311045,1.0000000000311047,1.0000000000311053,1.000000000031106,1.0000000000311058
Articles of concrete cement and plaster,2.2984337235279704e-08,1.5845082654702459e-06,5.483049189145427e-08,9.061911958258374e-09,1.5737601999646828e-07,3.1477778839601856e-09,1.3373098837592868e-07,7.109592572332174e-08,0.0005777139340336649,1.701773694437384e-07,9.16394172574758e-09,1.1892467357082189e-07,2.1063086592532186e-08,2.0182873583077574e-08,8.043642659259359e-09,1.3233829758493998e-07,1.3704268694138536e-08,1.2953450818480008e-07,1.4346089588287024e-08,7.532413738942975e-08,1.2486813927036035e-07,1.1508807647281128e-08,1.0610461508557218e-07,1.312301807801908e-08,1.2619669718822606e-07,3.750120634446097e-09,0.00012018277968250674,1.8323981829984847e-08,1.4064032292053355e-08,8.500090335305501e-06,1.2511109448294561e-07,1.9113718680133368e-08,1.2274765193423638e-07,1.6062588892306343e-07,1.3725313073775745e-08,3.386725600025029e-07,5.5163146602765694e-08,9.16394172574758e-09,2.0182873583077574e-08,3.7242365484555717e-08,7.362161363224749e-08,1.1940869739332932e-07,5.324380602687007e-08,7.863385479972146e-08,2.404147580965877e-07,6.473460768945531e-08,1.6550645593781694e-07,2.4265327879933406e-09,1.6800188871182514e-07,1.0303611913013195e-08,1.743776021552181e-08,3.7069752114738316e-08,1.4239356413187777e-08,6.46188557657161e-08,1.3809981087311089e-08,2.6620008417347237e-08,8.09254950739977e-08,2.9383574795736784e-08,1.1329837961355729e-07,2.0396305233894514e-08,1.1892467357082189e-07,1.3725313073775745e-08,1.0642576573738884e-07,4.3986706949227905e-09,1.3604799396592472e-07,1.1449238593396376e-07,0.0,3.014036577716968e-09,3.2963606950156586e-07,1.3390519525393907e-07,1.952038793017581e-07,1.2950947571220542e-07,4.0959195322205863e-07,3.964782721611759e-09,9.078815644900878e-08,1.1980534472154616e-07,1.1311029085668272e-07,4.209537758385063e-08,9.918214995525426e-07,4.0959195322205863e-07,0.007782914414389574,1.1696299443559252e-07,6.974596957995737e-08,1.1717799620108461e-07,1.0401011690302541e-07,4.003527619943061e-09,9.040598799786589e-08,7.534849111087189e-09,3.642721044616626e-08,1.2003123535929116e-07,1.5021510906952782e-08,1.1789112930416083e-07,5.373827028357409e-08,1.127076059263091e-07,0.0,1.937987622630951e-08,2.484216561633667e-08,3.281376780416957e-08,1.6139070783800057e-08,1.1893020418295562e-07,1.606228323430344e-07,0.0,2.7829147535862468e-08,1.1439512631604542e-07,7.819545820159787e-08,3.320745441892432e-07,1.4978799809124958e-06,5.898357118873292e-09,2.436293125426542e-08,1.0369061238568305e-07,1.6226522406391708e-07,1.3005728472251096e-06,2.412791860794603e-07,1.466784485492095e-06,1.505958572891898e-07,1.3544731381308242e-07,1.287989621461141e-08,1.1271916270781918e-07,5.007427405755206e-07,1.7614609733321998e-07,1.0190644680575391e-07,8.954003102644858e-08,9.452732131750347e-08,2.4546800463434487e-08,0.0,4.067253359752785e-06,3.752248915050099e-07,4.510117258332998e-06,8.55392494495919e-09,3.332950626908092e-06,1.2558371418972476e-07,1.1254004014519466e-09,9.357209480998055e-07,9.48806303453508e-08,3.259045976446491e-07,8.198155023535005e-10,9.567579876476728e-08,1.8334473970774514e-07,3.314093562934611e-08,4.6003915211271455e-09,1.613967626932775e-07,1.9905455449921292e-07,8.250063750492971e-06,1.156936976591456e-07,1.696319927344306e-07,7.268739080355417e-08,9.963186849673145e-09,1.3278243147911546e-07,3.0214330725793425e-07,1.2651443172365775e-07,1.8205953356699153e-06,4.102920741636346e-08,1.1900944742062887e-07,1.5878277680972814e-07,1.359986719866387e-07,3.449955651451637e-08,1.6770009257912613e-07,1.2467830415469062e-08,1.9356244695878177e-08,1.5644793773590618e-07,3.071547081928332e-08,1.6770009257912613e-07,1.3227165144543751e-07,1.3730012782759481e-07,3.645146682301369e-08,1.6770009257912613e-07,8.546656792691931e-08,1.5706358031207626e-07,1.3242283297390521e-07,1.0762775552448144e-07,1.5242102829036976e-07,2.8990874915599504e-07,1.2229336564404838e-09,1.0054536630280525e-07,9.918214995525432e-07,6.965557807263056e-08,3.773606011555019e-09,2.3207212096276933e-08,4.6411253556128554e-05,1.0988306041919108e-07,1.0852581020824742e-07,1.215893420851599e-07,7.743746987971934e-09,4.9219553593948754e-08,0.0,3.7128846961242445e-07,1.2163452940572786e-07,1.2983283423997479e-07,2.2223933083066545e-08,1.0307303634308907e-08,1.307794589353316e-07,5.0448352699869594e-09,5.604781748223003e-07,1.3974530436505376e-07,1.9417336432847808e-08,7.598201008730005e-08,1.3631733445623927e-07,4.310653942858306e-07,1.3951692171456295e-07,3.401860102232067e-07,1.4029410609407968e-08,6.553211739854575e-07,2.814338896307025e-07,1.240982873679156e-08,4.12779965412146e-08,9.354220709353856e-08,1.8428281068395524e-07,1.501633223924631e-05,1.4061645886824026e-07,2.2038115394856253e-05,1.1263031692927026e-07,1.363388294791409e-07,5.163723614546439e-08,4.6036730574223094e-08,1.7988150738271647e-07,1.295023528644076e-07,1.3681727604586492e-07,1.5186802864081195e-08,1.4770449345500323e-07,1.3351515516236645e-06,0.0,7.172127112428057e-08,9.046175331597112e-09,2.7046668414167754e-07,0.0,1.7174638199793675e-08,8.307091098022596e-08,1.087612987292104e-08,1.4438471050664306e-07,1.1082297547178338e-07,3.638575293942036e-08,1.4061645886824026e-07,1.194743132342937e-07,3.493380712012275e-07,2.827361039035922e-07,3.221927736418899e-07
