pais;industria;valor_importado
PLW;167 Government goods and services n.i.e.;0.0
PNG;167 Government goods and services n.i.e.;2.0
POL;167 Government goods and services n.i.e.;210.69639587402344
PRK;167 Government goods and services n.i.e.;0.0
PRT;167 Government goods and services n.i.e.;67.42399597167969
PRY;167 Government goods and services n.i.e.;0.0
PSE;167 Government goods and services n.i.e.;0.0
PYF;167 Government goods and services n.i.e.;0.0
QAT;167 Government goods and services n.i.e.;0.0
ROU;167 Government goods and services n.i.e.;79.88899993896484
RUS;167 Government goods and services n.i.e.;209.56236267089844
RWA;167 Government goods and services n.i.e.;0.0
SAU;167 Government goods and services n.i.e.;4487.48583984375
SDN;167 Government goods and services n.i.e.;0.0
SEN;167 Government goods and services n.i.e.;0.0
SGP;167 Government goods and services n.i.e.;428.056884765625
SGS;167 Government goods and services n.i.e.;0.0
SHN;167 Government goods and services n.i.e.;0.0
SLB;167 Government goods and services n.i.e.;0.0
SLE;167 Government goods and services n.i.e.;0.0
SLV;167 Government goods and services n.i.e.;27.0
SMR;167 Government goods and services n.i.e.;0.0
SOM;167 Government goods and services n.i.e.;0.0
SPM;167 Government goods and services n.i.e.;0.0
SRB;167 Government goods and services n.i.e.;70.18487548828125
SSD;167 Government goods and services n.i.e.;0.0
STP;167 Government goods and services n.i.e.;0.0
SUR;167 Government goods and services n.i.e.;0.0
SVK;167 Government goods and services n.i.e.;25.790000915527344
SVN;167 Government goods and services n.i.e.;44.64500045776367
SWE;167 Government goods and services n.i.e.;109.19746398925781
SWZ;167 Government goods and services n.i.e.;0.0
SXM;167 Government goods and services n.i.e.;0.0
SYC;167 Government goods and services n.i.e.;0.0
SYR;167 Government goods and services n.i.e.;0.0
TCA;167 Government goods and services n.i.e.;0.0
TCD;167 Government goods and services n.i.e.;0.0
TGO;167 Government goods and services n.i.e.;0.0
THA;167 Government goods and services n.i.e.;117.2402114868164
TJK;167 Government goods and services n.i.e.;0.0
TKL;167 Government goods and services n.i.e.;0.0
TKM;167 Government goods and services n.i.e.;0.0
TLS;167 Government goods and services n.i.e.;0.0
TON;167 Government goods and services n.i.e.;0.0
TTO;167 Government goods and services n.i.e.;0.0
TUN;167 Government goods and services n.i.e.;0.0
TUR;167 Government goods and services n.i.e.;120.20504760742188
TUV;167 Government goods and services n.i.e.;0.0
TWN;167 Government goods and services n.i.e.;391.0849914550781
TZA;167 Government goods and services n.i.e.;0.0
UGA;167 Government goods and services n.i.e.;0.0
UKR;167 Government goods and services n.i.e.;17.55621910095215
UMI;167 Government goods and services n.i.e.;0.0
URY;167 Government goods and services n.i.e.;5.576999664306641
USA;167 Government goods and services n.i.e.;11988.8447265625
UZB;167 Government goods and services n.i.e.;0.0
VAT;167 Government goods and services n.i.e.;0.0
VCT;167 Government goods and services n.i.e.;0.0
VEN;167 Government goods and services n.i.e.;23.375873565673828
VGB;167 Government goods and services n.i.e.;0.0
VNM;167 Government goods and services n.i.e.;5.499999523162842
VUT;167 Government goods and services n.i.e.;0.0
WLF;167 Government goods and services n.i.e.;0.0
WSM;167 Government goods and services n.i.e.;0.0
YEM;167 Government goods and services n.i.e.;0.0
ZAF;167 Government goods and services n.i.e.;92.95267486572266
ZMB;167 Government goods and services n.i.e.;0.0
ZWE;167 Government goods and services n.i.e.;0.10000000149011612
ABW;168 Services not allocated;0.0
AFG;168 Services not allocated;0.0
AGO;168 Services not allocated;0.0
AIA;168 Services not allocated;0.0
ALB;168 Services not allocated;0.0
AND;168 Services not allocated;0.0
ARE;168 Services not allocated;0.0
ARG;168 Services not allocated;1.0529999732971191
ARM;168 Services not allocated;0.0
ASM;168 Services not allocated;0.0
ATA;168 Services not allocated;0.0
ATF;168 Services not allocated;0.0
ATG;168 Services not allocated;0.0
AUS;168 Services not allocated;14755.5673828125
AUT;168 Services not allocated;33.698001861572266
AZE;168 Services not allocated;0.0
BDI;168 Services not allocated;0.0
BEL;168 Services not allocated;951.9520263671875
BEN;168 Services not allocated;0.0
BES;168 Services not allocated;0.0
BFA;168 Services not allocated;0.0
BGD;168 Services not allocated;0.0
BGR;168 Services not allocated;2.1059999465942383
BHR;168 Services not allocated;0.0
BHS;168 Services not allocated;0.0
BIH;168 Services not allocated;0.0
BLM;168 Services not allocated;0.0
BLR;168 Services not allocated;0.0
BLZ;168 Services not allocated;0.0
BMU;168 Services not allocated;0.0
BOL;168 Services not allocated;0.0
BRA;168 Services not allocated;201.13198852539062
BRB;168 Services not allocated;0.0
BRN;168 Services not allocated;0.0
BTN;168 Services not allocated;0.0
BVT;168 Services not allocated;0.0
BWA;168 Services not allocated;0.0
CAF;168 Services not allocated;0.0
CAN;168 Services not allocated;0.0
CCK;168 Services not allocated;0.0
CHE;168 Services not allocated;38.9630012512207
CHL;168 Services not allocated;23.16699981689453
CHN;168 Services not allocated;25.273000717163086
CIV;168 Services not allocated;0.0
CMR;168 Services not allocated;0.0
COD;168 Services not allocated;0.0
COG;168 Services not allocated;0.0
COK;168 Services not allocated;0.0
COL;168 Services not allocated;0.0
COM;168 Services not allocated;0.0
CPV;168 Services not allocated;0.0
CRI;168 Services not allocated;0.0
CUB;168 Services not allocated;0.0
CUW;168 Services not allocated;0.0
CXR;168 Services not allocated;0.0
CYM;168 Services not allocated;0.0
CYP;168 Services not allocated;1.0529999732971191
CZE;168 Services not allocated;28.43199920654297
DEU;168 Services not allocated;3008.302490234375
DJI;168 Services not allocated;0.0
DMA;168 Services not allocated;0.0
DNK;168 Services not allocated;300.1189880371094
DOM;168 Services not allocated;0.0
DZA;168 Services not allocated;0.0
ECU;168 Services not allocated;0.0
EGY;168 Services not allocated;0.0
ERI;168 Services not allocated;0.0
ESH;168 Services not allocated;0.0
ESP;168 Services not allocated;532.8419799804688
EST;168 Services not allocated;1.0529999732971191
ETH;168 Services not allocated;0.0
FIN;168 Services not allocated;6.317999839782715
FJI;168 Services not allocated;0.0
FLK;168 Services not allocated;0.0
FRA;168 Services not allocated;412.0920715332031
FRE;168 Services not allocated;0.0
FRO;168 Services not allocated;0.0
FSM;168 Services not allocated;0.0
GAB;168 Services not allocated;0.0
GBR;168 Services not allocated;2763.2001953125
GEO;168 Services not allocated;0.0
GHA;168 Services not allocated;0.0
GIB;168 Services not allocated;0.0
GIN;168 Services not allocated;0.0
GMB;168 Services not allocated;0.0
GNB;168 Services not allocated;0.0
GNQ;168 Services not allocated;0.0
GRC;168 Services not allocated;35.80299758911133
GRD;168 Services not allocated;0.0
GRL;168 Services not allocated;0.0
GTM;168 Services not allocated;0.0
GUM;168 Services not allocated;0.0
GUY;168 Services not allocated;0.0
HKG;168 Services not allocated;259.04998779296875
HMD;168 Services not allocated;0.0
HND;168 Services not allocated;0.0
HRV;168 Services not allocated;1.0529999732971191
HTI;168 Services not allocated;0.0
HUN;168 Services not allocated;56.8650016784668
IDN;168 Services not allocated;0.0
IND;168 Services not allocated;3.1589999198913574
IOT;168 Services not allocated;0.0
IRL;168 Services not allocated;0.0
IRN;168 Services not allocated;0.0
IRQ;168 Services not allocated;0.0
ISL;168 Services not allocated;0.0
ISR;168 Services not allocated;0.0
ITA;168 Services not allocated;962.4859619140625
JAM;168 Services not allocated;0.0
JOR;168 Services not allocated;0.0
JPN;168 Services not allocated;15716.134765625
KAZ;168 Services not allocated;0.0
KEN;168 Services not allocated;0.0
KGZ;168 Services not allocated;0.0
KHM;168 Services not allocated;0.0
KIR;168 Services not allocated;0.0
KNA;168 Services not allocated;0.0
KOR;168 Services not allocated;730.3785400390625
KWT;168 Services not allocated;0.0
LAO;168 Services not allocated;0.0
LBN;168 Services not allocated;0.0
LBR;168 Services not allocated;0.0
LBY;168 Services not allocated;0.0
LCA;168 Services not allocated;0.0
LIE;168 Services not allocated;0.0
LKA;168 Services not allocated;0.0
LSO;168 Services not allocated;0.0
LTU;168 Services not allocated;5.264999866485596
LUX;168 Services not allocated;80.03199768066406
LVA;168 Services not allocated;4.211999893188477
MAC;168 Services not allocated;0.0
MAR;168 Services not allocated;2.1059999465942383
MDA;168 Services not allocated;0.0
MDG;168 Services not allocated;0.0
MDV;168 Services not allocated;0.0
MEX;168 Services not allocated;3.1589999198913574
MHL;168 Services not allocated;0.0
MKD;168 Services not allocated;0.0
MLI;168 Services not allocated;0.0
MLT;168 Services not allocated;5.264999866485596
MMR;168 Services not allocated;0.0
MNE;168 Services not allocated;0.0
MNG;168 Services not allocated;0.0
MNP;168 Services not allocated;0.0
MOZ;168 Services not allocated;0.0
MRT;168 Services not allocated;0.0
MSR;168 Services not allocated;0.0
MUS;168 Services not allocated;0.0
MWI;168 Services not allocated;0.0
MYS;168 Services not allocated;0.0
NAM;168 Services not allocated;0.0
NCL;168 Services not allocated;0.0
NER;168 Services not allocated;0.0
NFK;168 Services not allocated;0.0
NGA;168 Services not allocated;0.0
NIC;168 Services not allocated;0.0
NIU;168 Services not allocated;0.0
NLD;168 Services not allocated;0.0
NOR;168 Services not allocated;7.370999813079834
NPL;168 Services not allocated;0.0
NRU;168 Services not allocated;0.0
NZL;168 Services not allocated;0.0
OMN;168 Services not allocated;0.0
PAK;168 Services not allocated;0.0
PAN;168 Services not allocated;0.0
PCN;168 Services not allocated;0.0
PER;168 Services not allocated;0.0
PHL;168 Services not allocated;0.0
PLW;168 Services not allocated;0.0
PNG;168 Services not allocated;0.0
POL;168 Services not allocated;111.62300109863281
PRK;168 Services not allocated;0.0
PRT;168 Services not allocated;5.264999866485596
PRY;168 Services not allocated;0.0
PSE;168 Services not allocated;0.0
PYF;168 Services not allocated;0.0
QAT;168 Services not allocated;0.0
ROU;168 Services not allocated;0.0
RUS;168 Services not allocated;115.83499908447266
RWA;168 Services not allocated;0.0
SAU;168 Services not allocated;0.0
SDN;168 Services not allocated;0.0
SEN;168 Services not allocated;0.0
SGP;168 Services not allocated;848.2559204101562
SGS;168 Services not allocated;0.0
SHN;168 Services not allocated;0.0
SLB;168 Services not allocated;0.0
SLE;168 Services not allocated;0.0
SLV;168 Services not allocated;0.0
SMR;168 Services not allocated;0.0
SOM;168 Services not allocated;0.0
SPM;168 Services not allocated;0.0
SRB;168 Services not allocated;0.0
SSD;168 Services not allocated;0.0
STP;168 Services not allocated;0.0
SUR;168 Services not allocated;0.0
SVK;168 Services not allocated;9.47700023651123
SVN;168 Services not allocated;1.0529999732971191
SWE;168 Services not allocated;29.485000610351562
SWZ;168 Services not allocated;0.0
SXM;168 Services not allocated;0.0
SYC;168 Services not allocated;0.0
SYR;168 Services not allocated;0.0
TCA;168 Services not allocated;0.0
TCD;168 Services not allocated;0.0
TGO;168 Services not allocated;0.0
THA;168 Services not allocated;132.68399047851562
TJK;168 Services not allocated;0.0
TKL;168 Services not allocated;0.0
TKM;168 Services not allocated;0.0
TLS;168 Services not allocated;0.0
TON;168 Services not allocated;0.0
TTO;168 Services not allocated;0.0
TUN;168 Services not allocated;0.0
TUR;168 Services not allocated;80.031005859375
TUV;168 Services not allocated;0.0
TWN;168 Services not allocated;241.1479949951172
TZA;168 Services not allocated;0.0
UGA;168 Services not allocated;0.0
UKR;168 Services not allocated;0.0
UMI;168 Services not allocated;0.0
URY;168 Services not allocated;0.0
USA;168 Services not allocated;120.0479965209961
UZB;168 Services not allocated;0.0
VAT;168 Services not allocated;0.0
VCT;168 Services not allocated;0.0
VEN;168 Services not allocated;0.0
VGB;168 Services not allocated;0.0
VNM;168 Services not allocated;0.0
VUT;168 Services not allocated;0.0
WLF;168 Services not allocated;0.0
WSM;168 Services not allocated;0.0
YEM;168 Services not allocated;0.0
ZAF;168 Services not allocated;234.82998657226562
ZMB;168 Services not allocated;0.0
ZWE;168 Services not allocated;0.0
ABW;169 Trade-related services;0.0
AFG;169 Trade-related services;0.0
AGO;169 Trade-related services;0.0
AIA;169 Trade-related services;0.0
ALB;169 Trade-related services;0.0
AND;169 Trade-related services;0.0
ARE;169 Trade-related services;0.0
ARG;169 Trade-related services;5.684999942779541
ARM;169 Trade-related services;0.0
ASM;169 Trade-related services;0.0
ATA;169 Trade-related services;0.0
ATF;169 Trade-related services;0.0
ATG;169 Trade-related services;0.0
AUS;169 Trade-related services;1074.0267333984375
AUT;169 Trade-related services;1090.80712890625
AZE;169 Trade-related services;10041.3525390625
BDI;169 Trade-related services;0.0
BEL;169 Trade-related services;2114.45458984375
BEN;169 Trade-related services;0.0
BES;169 Trade-related services;0.0
BFA;169 Trade-related services;0.0
BGD;169 Trade-related services;0.0
BGR;169 Trade-related services;174.3179931640625
BHR;169 Trade-related services;0.0
BHS;169 Trade-related services;2389.011474609375
BIH;169 Trade-related services;0.0
BLM;169 Trade-related services;0.0
BLR;169 Trade-related services;0.0
BLZ;169 Trade-related services;0.0
BMU;169 Trade-related services;0.0
BOL;169 Trade-related services;0.0
BRA;169 Trade-related services;23.239585876464844
BRB;169 Trade-related services;0.0
BRN;169 Trade-related services;0.0
BTN;169 Trade-related services;0.0
BVT;169 Trade-related services;0.0
BWA;169 Trade-related services;0.0
CAF;169 Trade-related services;0.0
CAN;169 Trade-related services;231.6009979248047
CCK;169 Trade-related services;0.0
CHE;169 Trade-related services;2727.003662109375
CHL;169 Trade-related services;17.052000045776367
CHN;169 Trade-related services;675.6880493164062
CIV;169 Trade-related services;0.0
CMR;169 Trade-related services;0.0
COD;169 Trade-related services;0.0
COG;169 Trade-related services;0.0
COK;169 Trade-related services;0.0
COL;169 Trade-related services;9.0
COM;169 Trade-related services;0.0
CPV;169 Trade-related services;0.0
CRI;169 Trade-related services;0.0
CUB;169 Trade-related services;0.0
CUW;169 Trade-related services;0.0
CXR;169 Trade-related services;0.0
CYM;169 Trade-related services;0.0
CYP;169 Trade-related services;99.7040023803711
CZE;169 Trade-related services;467.09600830078125
DEU;169 Trade-related services;5559.390625
DJI;169 Trade-related services;0.0
DMA;169 Trade-related services;0.0
DNK;169 Trade-related services;700.8558959960938
DOM;169 Trade-related services;0.0
DZA;169 Trade-related services;0.0
ECU;169 Trade-related services;0.0
EGY;169 Trade-related services;9.36299991607666
ERI;169 Trade-related services;0.0
ESH;169 Trade-related services;0.0
ESP;169 Trade-related services;498.11102294921875
EST;169 Trade-related services;96.38600158691406
ETH;169 Trade-related services;0.0
FIN;169 Trade-related services;832.1009521484375
FJI;169 Trade-related services;0.0
FLK;169 Trade-related services;0.0
FRA;169 Trade-related services;1745.2391357421875
FRE;169 Trade-related services;0.0
FRO;169 Trade-related services;0.0
FSM;169 Trade-related services;0.0
GAB;169 Trade-related services;0.0
GBR;169 Trade-related services;2236.349609375
GEO;169 Trade-related services;0.0
GHA;169 Trade-related services;0.0
GIB;169 Trade-related services;0.0
GIN;169 Trade-related services;0.0
GMB;169 Trade-related services;0.0
GNB;169 Trade-related services;0.0
GNQ;169 Trade-related services;0.0
GRC;169 Trade-related services;143.86734008789062
GRD;169 Trade-related services;0.0
GRL;169 Trade-related services;0.0
GTM;169 Trade-related services;0.0
GUM;169 Trade-related services;0.0
GUY;169 Trade-related services;0.0
HKG;169 Trade-related services;223.670654296875
HMD;169 Trade-related services;0.0
HND;169 Trade-related services;0.0
HRV;169 Trade-related services;77.33599853515625
HTI;169 Trade-related services;0.0
HUN;169 Trade-related services;326.2900085449219
IDN;169 Trade-related services;9.409173965454102
IND;169 Trade-related services;191.83258056640625
IOT;169 Trade-related services;0.0
IRL;169 Trade-related services;7957.67626953125
IRN;169 Trade-related services;0.0
IRQ;169 Trade-related services;0.0
ISL;169 Trade-related services;1.681999921798706
ISR;169 Trade-related services;30.81467628479004
ITA;169 Trade-related services;3709.138671875
JAM;169 Trade-related services;0.0
JOR;169 Trade-related services;0.0
JPN;169 Trade-related services;688.3036499023438
KAZ;169 Trade-related services;48293.43359375
KEN;169 Trade-related services;0.0
KGZ;169 Trade-related services;0.0
KHM;169 Trade-related services;0.0
KIR;169 Trade-related services;0.0
KNA;169 Trade-related services;0.0
KOR;169 Trade-related services;380.9866027832031
KWT;169 Trade-related services;0.0
LAO;169 Trade-related services;0.0
LBN;169 Trade-related services;0.0
LBR;169 Trade-related services;0.0
LBY;169 Trade-related services;0.0
LCA;169 Trade-related services;0.0
LIE;169 Trade-related services;1.1570000648498535
LKA;169 Trade-related services;0.0
LSO;169 Trade-related services;0.0
LTU;169 Trade-related services;225.93499755859375
LUX;169 Trade-related services;2399.652099609375
LVA;169 Trade-related services;244.2760009765625
MAC;169 Trade-related services;0.0
MAR;169 Trade-related services;6.738999843597412
MDA;169 Trade-related services;0.0
MDG;169 Trade-related services;0.0
MDV;169 Trade-related services;0.0
MEX;169 Trade-related services;338.1210021972656
MHL;169 Trade-related services;0.0
MKD;169 Trade-related services;0.0
MLI;169 Trade-related services;0.0
MLT;169 Trade-related services;2648.056640625
MMR;169 Trade-related services;0.0
MNE;169 Trade-related services;2.1059999465942383
MNG;169 Trade-related services;0.0
MNP;169 Trade-related services;0.0
MOZ;169 Trade-related services;0.0
MRT;169 Trade-related services;0.0
MSR;169 Trade-related services;0.0
MUS;169 Trade-related services;0.0
MWI;169 Trade-related services;0.0
MYS;169 Trade-related services;21.426998138427734
NAM;169 Trade-related services;0.0
NCL;169 Trade-related services;0.0
NER;169 Trade-related services;0.0
NFK;169 Trade-related services;0.0
NGA;169 Trade-related services;106382.7265625
NIC;169 Trade-related services;0.0
NIU;169 Trade-related services;0.0
NLD;169 Trade-related services;6004.56982421875
NOR;169 Trade-related services;58108.94921875
NPL;169 Trade-related services;0.0
NRU;169 Trade-related services;0.0
NZL;169 Trade-related services;127.572998046875
OMN;169 Trade-related services;0.0
PAK;169 Trade-related services;0.0
PAN;169 Trade-related services;4.0
PCN;169 Trade-related services;0.0
PER;169 Trade-related services;40674.65234375
PHL;169 Trade-related services;9.265999794006348
PLW;169 Trade-related services;0.0
PNG;169 Trade-related services;0.0
POL;169 Trade-related services;1222.263427734375
PRK;169 Trade-related services;0.0
PRT;169 Trade-related services;101.02800750732422
PRY;169 Trade-related services;0.0
PSE;169 Trade-related services;0.0
PYF;169 Trade-related services;0.0
QAT;169 Trade-related services;0.0
ROU;169 Trade-related services;352.9312744140625
RUS;169 Trade-related services;51.52104187011719
RWA;169 Trade-related services;0.0
SAU;169 Trade-related services;4.697761058807373
SDN;169 Trade-related services;0.0
SEN;169 Trade-related services;0.0
SGP;169 Trade-related services;6970.46875
SGS;169 Trade-related services;0.0
SHN;169 Trade-related services;0.0
SLB;169 Trade-related services;0.0
SLE;169 Trade-related services;0.0
SLV;169 Trade-related services;0.0
SMR;169 Trade-related services;0.0
SOM;169 Trade-related services;0.0
SPM;169 Trade-related services;0.0
SRB;169 Trade-related services;89.41799926757812
SSD;169 Trade-related services;0.0
STP;169 Trade-related services;0.0
SUR;169 Trade-related services;0.0
SVK;169 Trade-related services;25094.1171875
SVN;169 Trade-related services;188.89599609375
SWE;169 Trade-related services;1577.887939453125
SWZ;169 Trade-related services;0.0
SXM;169 Trade-related services;0.0
SYC;169 Trade-related services;0.0
SYR;169 Trade-related services;0.0
TCA;169 Trade-related services;0.0
TCD;169 Trade-related services;0.0
TGO;169 Trade-related services;0.0
THA;169 Trade-related services;9.316999435424805
TJK;169 Trade-related services;0.0
TKL;169 Trade-related services;0.0
TKM;169 Trade-related services;0.0
TLS;169 Trade-related services;0.0
TON;169 Trade-related services;0.0
TTO;169 Trade-related services;0.0
TUN;169 Trade-related services;0.0
TUR;169 Trade-related services;90.22975158691406
TUV;169 Trade-related services;0.0
TWN;169 Trade-related services;82.59413146972656
TZA;169 Trade-related services;0.0
UGA;169 Trade-related services;0.0
UKR;169 Trade-related services;0.0
UMI;169 Trade-related services;0.0
URY;169 Trade-related services;1.0529999732971191
USA;169 Trade-related services;4816.73095703125
UZB;169 Trade-related services;0.0
VAT;169 Trade-related services;0.0
VCT;169 Trade-related services;0.0
VEN;169 Trade-related services;2.1579999923706055
VGB;169 Trade-related services;0.0
VNM;169 Trade-related services;3.0
VUT;169 Trade-related services;0.0
WLF;169 Trade-related services;0.0
WSM;169 Trade-related services;0.0
YEM;169 Trade-related services;0.0
ZAF;169 Trade-related services;30.421173095703125
ZMB;169 Trade-related services;0.0
ZWE;169 Trade-related services;0.0
ABW;170 Other personal services;0.0
AFG;170 Other personal services;0.0
AGO;170 Other personal services;0.0
AIA;170 Other personal services;0.0
ALB;170 Other personal services;0.1049999967217445
AND;170 Other personal services;0.0
ARE;170 Other personal services;0.0
ARG;170 Other personal services;0.9480000138282776
ARM;170 Other personal services;0.0
ASM;170 Other personal services;0.0
ATA;170 Other personal services;0.0
ATF;170 Other personal services;0.0
ATG;170 Other personal services;0.0
AUS;170 Other personal services;3.9789999201893806
AUT;170 Other personal services;129.70599880069494
AZE;170 Other personal services;0.0
BDI;170 Other personal services;0.0
BEL;170 Other personal services;102.98399815708399
BEN;170 Other personal services;0.0
BES;170 Other personal services;0.0
BFA;170 Other personal services;0.0
BGD;170 Other personal services;0.0
BGR;170 Other personal services;4.839999921619892
BHR;170 Other personal services;0.0
BHS;170 Other personal services;0.0
BIH;170 Other personal services;0.0
BLM;170 Other personal services;0.0
BLR;170 Other personal services;0.0
BLZ;170 Other personal services;0.0
BMU;170 Other personal services;0.0
BOL;170 Other personal services;0.0
BRA;170 Other personal services;0.0
BRB;170 Other personal services;0.0
BRN;170 Other personal services;0.0
BTN;170 Other personal services;0.0
BVT;170 Other personal services;0.0
BWA;170 Other personal services;0.0
CAF;170 Other personal services;0.0
CAN;170 Other personal services;7.053999841213226
CCK;170 Other personal services;0.0
CHE;170 Other personal services;53.16500052809715
CHL;170 Other personal services;0.210999995470047
CHN;170 Other personal services;7.685999803245068
CIV;170 Other personal services;0.0
CMR;170 Other personal services;0.0
COD;170 Other personal services;0.0
COG;170 Other personal services;0.0
COK;170 Other personal services;0.0
COL;170 Other personal services;0.0
COM;170 Other personal services;0.0
CPV;170 Other personal services;0.0
CRI;170 Other personal services;0.0
CUB;170 Other personal services;0.0
CUW;170 Other personal services;0.0
CXR;170 Other personal services;0.0
CYM;170 Other personal services;0.0
CYP;170 Other personal services;8.107999935746193
CZE;170 Other personal services;15.678999826312065
DEU;170 Other personal services;693.4320085570216
DJI;170 Other personal services;0.0
DMA;170 Other personal services;0.0
DNK;170 Other personal services;67.09499906003475
DOM;170 Other personal services;0.0
DZA;170 Other personal services;0.0
ECU;170 Other personal services;0.0
EGY;170 Other personal services;0.1049999967217445
ERI;170 Other personal services;0.0
ESH;170 Other personal services;0.0
ESP;170 Other personal services;5.473999917507172
EST;170 Other personal services;7.792000025510788
ETH;170 Other personal services;0.0
FIN;170 Other personal services;169.42900103330612
FJI;170 Other personal services;0.0
FLK;170 Other personal services;0.0
FRA;170 Other personal services;84.13699809461832
FRE;170 Other personal services;0.0
FRO;170 Other personal services;0.0
FSM;170 Other personal services;0.0
GAB;170 Other personal services;0.0
GBR;170 Other personal services;73.91200140863657
GEO;170 Other personal services;0.0
GHA;170 Other personal services;0.0
GIB;170 Other personal services;0.0
GIN;170 Other personal services;0.0
GMB;170 Other personal services;0.0
GNB;170 Other personal services;0.0
GNQ;170 Other personal services;0.0
GRC;170 Other personal services;45.06499905139208
GRD;170 Other personal services;0.0
GRL;170 Other personal services;0.0
GTM;170 Other personal services;0.0
GUM;170 Other personal services;0.0
GUY;170 Other personal services;0.0
HKG;170 Other personal services;2.210999943315983
HMD;170 Other personal services;0.0
HND;170 Other personal services;0.0
HRV;170 Other personal services;11.685999736189842
HTI;170 Other personal services;0.0
HUN;170 Other personal services;44.089998975396156
IDN;170 Other personal services;0.0
IND;170 Other personal services;2.210999943315983
IOT;170 Other personal services;0.0
IRL;170 Other personal services;129.29899917542934
IRN;170 Other personal services;0.0
IRQ;170 Other personal services;0.0
ISL;170 Other personal services;1.2629999667406082
ISR;170 Other personal services;0.0
ITA;170 Other personal services;39.59199909865856
JAM;170 Other personal services;0.0
JOR;170 Other personal services;0.0
JPN;170 Other personal services;4.736999876797199
KAZ;170 Other personal services;0.0
KEN;170 Other personal services;0.0
KGZ;170 Other personal services;0.0
KHM;170 Other personal services;0.0
KIR;170 Other personal services;0.0
KNA;170 Other personal services;0.0
KOR;170 Other personal services;3.263999916613102
KWT;170 Other personal services;0.0
LAO;170 Other personal services;0.0
LBN;170 Other personal services;0.0
LBR;170 Other personal services;0.0
LBY;170 Other personal services;0.0
LCA;170 Other personal services;0.0
LIE;170 Other personal services;0.210999995470047
LKA;170 Other personal services;0.0
LSO;170 Other personal services;0.0
LTU;170 Other personal services;2.9470000118017197
LUX;170 Other personal services;14.423999682068825
LVA;170 Other personal services;10.634999729692936
MAC;170 Other personal services;0.0
MAR;170 Other personal services;0.1049999967217445
MDA;170 Other personal services;0.0
MDG;170 Other personal services;0.0
MDV;170 Other personal services;0.0
MEX;170 Other personal services;3.473999910056591
MHL;170 Other personal services;0.0
MKD;170 Other personal services;0.0
MLI;170 Other personal services;0.0
MLT;170 Other personal services;129.23651844263077
MMR;170 Other personal services;0.0
MNE;170 Other personal services;0.0
MNG;170 Other personal services;0.0
MNP;170 Other personal services;0.0
MOZ;170 Other personal services;0.0
MRT;170 Other personal services;0.0
MSR;170 Other personal services;0.0
MUS;170 Other personal services;0.0
MWI;170 Other personal services;0.0
MYS;170 Other personal services;0.5270000100135803
NAM;170 Other personal services;0.0
NCL;170 Other personal services;0.0
NER;170 Other personal services;0.0
NFK;170 Other personal services;0.0
NGA;170 Other personal services;19974.940968751907
NIC;170 Other personal services;0.0
NIU;170 Other personal services;0.0
NLD;170 Other personal services;133.61899956315756
NOR;170 Other personal services;7232.9365391507745
NPL;170 Other personal services;0.0
NRU;170 Other personal services;0.0
NZL;170 Other personal services;122.90499851852655
OMN;170 Other personal services;0.0
PAK;170 Other personal services;0.0
PAN;170 Other personal services;0.0
PCN;170 Other personal services;0.0
PER;170 Other personal services;0.0
PHL;170 Other personal services;0.0
PLW;170 Other personal services;0.0
PNG;170 Other personal services;0.0
POL;170 Other personal services;43.11699993908405
PRK;170 Other personal services;0.0
PRT;170 Other personal services;5.36999986320734
PRY;170 Other personal services;0.0
PSE;170 Other personal services;0.0
PYF;170 Other personal services;0.0
QAT;170 Other personal services;0.0
ROU;170 Other personal services;0.8420000001788137
RUS;170 Other personal services;1.8949999809265137
RWA;170 Other personal services;0.0
SAU;170 Other personal services;0.0
SDN;170 Other personal services;0.0
SEN;170 Other personal services;0.0
SGP;170 Other personal services;3.7910000160336494
SGS;170 Other personal services;0.0
SHN;170 Other personal services;0.0
SLB;170 Other personal services;0.0
SLE;170 Other personal services;0.0
SLV;170 Other personal services;0.0
SMR;170 Other personal services;0.0
SOM;170 Other personal services;0.0
SPM;170 Other personal services;0.0
SRB;170 Other personal services;0.0
SSD;170 Other personal services;0.0
STP;170 Other personal services;0.0
SUR;170 Other personal services;0.0
SVK;170 Other personal services;1507.7649374604225
SVN;170 Other personal services;6.212999939918518
SWE;170 Other personal services;82.35299990326166
SWZ;170 Other personal services;0.0
SXM;170 Other personal services;0.0
SYC;170 Other personal services;0.0
SYR;170 Other personal services;0.0
TCA;170 Other personal services;0.0
TCD;170 Other personal services;0.0
TGO;170 Other personal services;0.0
THA;170 Other personal services;0.0
TJK;170 Other personal services;0.0
TKL;170 Other personal services;0.0
TKM;170 Other personal services;0.0
TLS;170 Other personal services;0.0
TON;170 Other personal services;0.0
TTO;170 Other personal services;0.0
TUN;170 Other personal services;0.0
TUR;170 Other personal services;2.841000057756901
TUV;170 Other personal services;0.0
TWN;170 Other personal services;0.0
TZA;170 Other personal services;0.0
UGA;170 Other personal services;0.0
UKR;170 Other personal services;0.0
UMI;170 Other personal services;0.0
URY;170 Other personal services;0.0
USA;170 Other personal services;50.32900007814169
UZB;170 Other personal services;0.0
VAT;170 Other personal services;0.0
VCT;170 Other personal services;0.0
VEN;170 Other personal services;0.0
VGB;170 Other personal services;0.0
VNM;170 Other personal services;0.0
VUT;170 Other personal services;0.0
