pais;industria;valor_importado
NPL;TV and radio receivers and associated goods;76.92393493652344
NRU;TV and radio receivers and associated goods;0.36824700236320496
NZL;TV and radio receivers and associated goods;718.415283203125
OMN;TV and radio receivers and associated goods;211.40103149414062
PAK;TV and radio receivers and associated goods;185.1680908203125
PAN;TV and radio receivers and associated goods;156.14352416992188
PCN;TV and radio receivers and associated goods;0.003501000115647912
PER;TV and radio receivers and associated goods;889.5540161132812
PHL;TV and radio receivers and associated goods;1117.89794921875
PLW;TV and radio receivers and associated goods;0.15921400487422943
PNG;TV and radio receivers and associated goods;28.900585174560547
POL;TV and radio receivers and associated goods;3983.36865234375
PRK;TV and radio receivers and associated goods;0.0
PRT;TV and radio receivers and associated goods;1295.277587890625
PRY;TV and radio receivers and associated goods;338.4123840332031
PSE;TV and radio receivers and associated goods;35.656639099121094
PYF;TV and radio receivers and associated goods;17.992900848388672
QAT;TV and radio receivers and associated goods;391.0701904296875
ROU;TV and radio receivers and associated goods;1298.8084716796875
RUS;TV and radio receivers and associated goods;2840.87646484375
RWA;TV and radio receivers and associated goods;31.178373336791992
SAU;TV and radio receivers and associated goods;1607.05126953125
SDN;TV and radio receivers and associated goods;27.35649299621582
SEN;TV and radio receivers and associated goods;30.776145935058594
SGP;TV and radio receivers and associated goods;3253.456787109375
SGS;TV and radio receivers and associated goods;0.0
SHN;TV and radio receivers and associated goods;0.05282900109887123
SLB;TV and radio receivers and associated goods;2.2146389484405518
SLE;TV and radio receivers and associated goods;10.715202331542969
SLV;TV and radio receivers and associated goods;159.19345092773438
SMR;TV and radio receivers and associated goods;0.4450739920139313
SOM;TV and radio receivers and associated goods;32.1259651184082
SPM;TV and radio receivers and associated goods;0.36317500472068787
SRB;TV and radio receivers and associated goods;180.4556427001953
SSD;TV and radio receivers and associated goods;4.007335186004639
STP;TV and radio receivers and associated goods;1.4140880107879639
SUR;TV and radio receivers and associated goods;4.4285569190979
SVK;TV and radio receivers and associated goods;2841.197021484375
SVN;TV and radio receivers and associated goods;581.4949951171875
SWE;TV and radio receivers and associated goods;2999.34033203125
SWZ;TV and radio receivers and associated goods;9.36620807647705
SXM;TV and radio receivers and associated goods;6.090947151184082
SYC;TV and radio receivers and associated goods;22.226764678955078
SYR;TV and radio receivers and associated goods;5.349638938903809
TCA;TV and radio receivers and associated goods;1.4249860048294067
TCD;TV and radio receivers and associated goods;9.658517837524414
TGO;TV and radio receivers and associated goods;11.104257583618164
THA;TV and radio receivers and associated goods;3385.29443359375
TJK;TV and radio receivers and associated goods;13.736940383911133
TKL;TV and radio receivers and associated goods;0.0
TKM;TV and radio receivers and associated goods;96.4449234008789
TLS;TV and radio receivers and associated goods;4.343049049377441
TON;TV and radio receivers and associated goods;1.3390040397644043
TTO;TV and radio receivers and associated goods;43.40618896484375
TUN;TV and radio receivers and associated goods;102.75116729736328
TUR;TV and radio receivers and associated goods;1897.9490966796875
TUV;TV and radio receivers and associated goods;0.10414399206638336
TWN;TV and radio receivers and associated goods;3095.32763671875
TZA;TV and radio receivers and associated goods;96.26278686523438
UGA;TV and radio receivers and associated goods;77.15184020996094
UKR;TV and radio receivers and associated goods;353.734130859375
UMI;TV and radio receivers and associated goods;0.4429669976234436
URY;TV and radio receivers and associated goods;120.49649810791016
USA;TV and radio receivers and associated goods;57148.1875
UZB;TV and radio receivers and associated goods;146.66073608398438
VAT;TV and radio receivers and associated goods;0.447968989610672
VCT;TV and radio receivers and associated goods;0.9040260314941406
VEN;TV and radio receivers and associated goods;125.83399963378906
VGB;TV and radio receivers and associated goods;1.3642768859863281
VNM;TV and radio receivers and associated goods;8918.9189453125
VUT;TV and radio receivers and associated goods;1.9275779724121094
WLF;TV and radio receivers and associated goods;0.35830798745155334
WSM;TV and radio receivers and associated goods;2.593700885772705
YEM;TV and radio receivers and associated goods;54.145938873291016
ZAF;TV and radio receivers and associated goods;670.0645751953125
ZMB;TV and radio receivers and associated goods;37.382286071777344
ZWE;TV and radio receivers and associated goods;20.55415916442871
ABW;"TV/radio transmitters; line comm. apparatus";15.752017974853516
AFG;"TV/radio transmitters; line comm. apparatus";150.5000762939453
AGO;"TV/radio transmitters; line comm. apparatus";180.67318725585938
AIA;"TV/radio transmitters; line comm. apparatus";1.172278881072998
ALB;"TV/radio transmitters; line comm. apparatus";46.43792724609375
AND;"TV/radio transmitters; line comm. apparatus";29.46665382385254
ARE;"TV/radio transmitters; line comm. apparatus";30334.072265625
ARG;"TV/radio transmitters; line comm. apparatus";2673.763916015625
ARM;"TV/radio transmitters; line comm. apparatus";381.8109130859375
ASM;"TV/radio transmitters; line comm. apparatus";0.7064380049705505
ATA;"TV/radio transmitters; line comm. apparatus";0.0832580029964447
ATF;"TV/radio transmitters; line comm. apparatus";0.015553999692201614
ATG;"TV/radio transmitters; line comm. apparatus";2.533977746963501
AUS;"TV/radio transmitters; line comm. apparatus";9299.1875
AUT;"TV/radio transmitters; line comm. apparatus";3125.89453125
AZE;"TV/radio transmitters; line comm. apparatus";273.1119384765625
BDI;"TV/radio transmitters; line comm. apparatus";5.155510902404785
BEL;"TV/radio transmitters; line comm. apparatus";3532.48193359375
BEN;"TV/radio transmitters; line comm. apparatus";23.344064712524414
BES;"TV/radio transmitters; line comm. apparatus";0.4210839867591858
BFA;"TV/radio transmitters; line comm. apparatus";45.48883819580078
BGD;"TV/radio transmitters; line comm. apparatus";1409.9520263671875
BGR;"TV/radio transmitters; line comm. apparatus";836.6846923828125
BHR;"TV/radio transmitters; line comm. apparatus";256.1326599121094
BHS;"TV/radio transmitters; line comm. apparatus";38.070533752441406
BIH;"TV/radio transmitters; line comm. apparatus";144.6382598876953
BLM;"TV/radio transmitters; line comm. apparatus";0.24546201527118683
BLR;"TV/radio transmitters; line comm. apparatus";193.07583618164062
BLZ;"TV/radio transmitters; line comm. apparatus";10.175681114196777
BMU;"TV/radio transmitters; line comm. apparatus";8.517356872558594
BOL;"TV/radio transmitters; line comm. apparatus";123.25935363769531
BRA;"TV/radio transmitters; line comm. apparatus";5186.9892578125
BRB;"TV/radio transmitters; line comm. apparatus";16.237089157104492
BRN;"TV/radio transmitters; line comm. apparatus";38.711326599121094
BTN;"TV/radio transmitters; line comm. apparatus";30.377111434936523
BVT;"TV/radio transmitters; line comm. apparatus";0.0011279999744147062
BWA;"TV/radio transmitters; line comm. apparatus";75.9310531616211
CAF;"TV/radio transmitters; line comm. apparatus";9.905327796936035
CAN;"TV/radio transmitters; line comm. apparatus";13408.033203125
CCK;"TV/radio transmitters; line comm. apparatus";0.10320699959993362
CHE;"TV/radio transmitters; line comm. apparatus";3459.1650390625
CHL;"TV/radio transmitters; line comm. apparatus";2485.98388671875
CHN;"TV/radio transmitters; line comm. apparatus";53784.66015625
CIV;"TV/radio transmitters; line comm. apparatus";148.73486328125
CMR;"TV/radio transmitters; line comm. apparatus";117.47666931152344
COD;"TV/radio transmitters; line comm. apparatus";87.00836181640625
COG;"TV/radio transmitters; line comm. apparatus";48.94070053100586
COK;"TV/radio transmitters; line comm. apparatus";1.5773249864578247
COL;"TV/radio transmitters; line comm. apparatus";3026.207275390625
COM;"TV/radio transmitters; line comm. apparatus";1.009871006011963
CPV;"TV/radio transmitters; line comm. apparatus";8.094060897827148
CRI;"TV/radio transmitters; line comm. apparatus";591.0301513671875
CUB;"TV/radio transmitters; line comm. apparatus";54.13422393798828
CUW;"TV/radio transmitters; line comm. apparatus";16.14334487915039
CXR;"TV/radio transmitters; line comm. apparatus";0.18261200189590454
CYM;"TV/radio transmitters; line comm. apparatus";14.028398513793945
CYP;"TV/radio transmitters; line comm. apparatus";198.03347778320312
CZE;"TV/radio transmitters; line comm. apparatus";16234.2861328125
DEU;"TV/radio transmitters; line comm. apparatus";28494.46484375
DJI;"TV/radio transmitters; line comm. apparatus";83.7952651977539
DMA;"TV/radio transmitters; line comm. apparatus";3.4707629680633545
DNK;"TV/radio transmitters; line comm. apparatus";2526.7275390625
DOM;"TV/radio transmitters; line comm. apparatus";72.66483306884766
DZA;"TV/radio transmitters; line comm. apparatus";500.13360595703125
ECU;"TV/radio transmitters; line comm. apparatus";598.0347290039062
EGY;"TV/radio transmitters; line comm. apparatus";1361.9281005859375
ERI;"TV/radio transmitters; line comm. apparatus";3.980923891067505
ESH;"TV/radio transmitters; line comm. apparatus";0.06784400343894958
ESP;"TV/radio transmitters; line comm. apparatus";7620.1201171875
EST;"TV/radio transmitters; line comm. apparatus";702.0403442382812
ETH;"TV/radio transmitters; line comm. apparatus";439.4587097167969
FIN;"TV/radio transmitters; line comm. apparatus";1687.359375
FJI;"TV/radio transmitters; line comm. apparatus";55.747955322265625
FLK;"TV/radio transmitters; line comm. apparatus";1.0501949787139893
FRA;"TV/radio transmitters; line comm. apparatus";13634.1591796875
FRE;"TV/radio transmitters; line comm. apparatus";10.073057174682617
FRO;"TV/radio transmitters; line comm. apparatus";17.33848762512207
FSM;"TV/radio transmitters; line comm. apparatus";2.5554280281066895
GAB;"TV/radio transmitters; line comm. apparatus";27.32901382446289
GBR;"TV/radio transmitters; line comm. apparatus";22191.638671875
GEO;"TV/radio transmitters; line comm. apparatus";329.84326171875
GHA;"TV/radio transmitters; line comm. apparatus";133.6179962158203
GIB;"TV/radio transmitters; line comm. apparatus";17.236671447753906
GIN;"TV/radio transmitters; line comm. apparatus";115.99657440185547
GMB;"TV/radio transmitters; line comm. apparatus";15.318574905395508
GNB;"TV/radio transmitters; line comm. apparatus";4.903486728668213
GNQ;"TV/radio transmitters; line comm. apparatus";7.4319748878479
GRC;"TV/radio transmitters; line comm. apparatus";1293.710693359375
GRD;"TV/radio transmitters; line comm. apparatus";6.258857727050781
GRL;"TV/radio transmitters; line comm. apparatus";15.45559024810791
GTM;"TV/radio transmitters; line comm. apparatus";997.6539306640625
GUM;"TV/radio transmitters; line comm. apparatus";12.188360214233398
GUY;"TV/radio transmitters; line comm. apparatus";32.00331497192383
HKG;"TV/radio transmitters; line comm. apparatus";70831.46875
HMD;"TV/radio transmitters; line comm. apparatus";0.0
HND;"TV/radio transmitters; line comm. apparatus";185.67059326171875
HRV;"TV/radio transmitters; line comm. apparatus";572.7548828125
HTI;"TV/radio transmitters; line comm. apparatus";33.61732864379883
HUN;"TV/radio transmitters; line comm. apparatus";4498.41943359375
IDN;"TV/radio transmitters; line comm. apparatus";6581.16552734375
IND;"TV/radio transmitters; line comm. apparatus";14775.15234375
IOT;"TV/radio transmitters; line comm. apparatus";0.1847110092639923
IRL;"TV/radio transmitters; line comm. apparatus";2805.9365234375
IRN;"TV/radio transmitters; line comm. apparatus";3326.4658203125
IRQ;"TV/radio transmitters; line comm. apparatus";3903.038818359375
ISL;"TV/radio transmitters; line comm. apparatus";156.74139404296875
ISR;"TV/radio transmitters; line comm. apparatus";3010.801513671875
ITA;"TV/radio transmitters; line comm. apparatus";12188.58984375
JAM;"TV/radio transmitters; line comm. apparatus";60.4842414855957
JOR;"TV/radio transmitters; line comm. apparatus";487.4527893066406
JPN;"TV/radio transmitters; line comm. apparatus";28467.828125
KAZ;"TV/radio transmitters; line comm. apparatus";1526.4140625
KEN;"TV/radio transmitters; line comm. apparatus";167.3694610595703
KGZ;"TV/radio transmitters; line comm. apparatus";264.1033935546875
KHM;"TV/radio transmitters; line comm. apparatus";109.4483871459961
KIR;"TV/radio transmitters; line comm. apparatus";1.8832800388336182
KNA;"TV/radio transmitters; line comm. apparatus";2.884896993637085
KOR;"TV/radio transmitters; line comm. apparatus";15525.5048828125
KWT;"TV/radio transmitters; line comm. apparatus";1481.8009033203125
LAO;"TV/radio transmitters; line comm. apparatus";145.43238830566406
LBN;"TV/radio transmitters; line comm. apparatus";757.158447265625
LBR;"TV/radio transmitters; line comm. apparatus";32.13933181762695
LBY;"TV/radio transmitters; line comm. apparatus";555.2701416015625
LCA;"TV/radio transmitters; line comm. apparatus";5.538821697235107
LIE;"TV/radio transmitters; line comm. apparatus";0.0
LKA;"TV/radio transmitters; line comm. apparatus";168.35061645507812
LSO;"TV/radio transmitters; line comm. apparatus";18.62060546875
LTU;"TV/radio transmitters; line comm. apparatus";870.1422119140625
LUX;"TV/radio transmitters; line comm. apparatus";305.84100341796875
LVA;"TV/radio transmitters; line comm. apparatus";769.9052734375
MAC;"TV/radio transmitters; line comm. apparatus";1486.1798095703125
MAR;"TV/radio transmitters; line comm. apparatus";942.7019653320312
MDA;"TV/radio transmitters; line comm. apparatus";135.97842407226562
MDG;"TV/radio transmitters; line comm. apparatus";36.9406852722168
MDV;"TV/radio transmitters; line comm. apparatus";67.19378662109375
MEX;"TV/radio transmitters; line comm. apparatus";8629.36328125
MHL;"TV/radio transmitters; line comm. apparatus";2.672774076461792
MKD;"TV/radio transmitters; line comm. apparatus";131.1021728515625
MLI;"TV/radio transmitters; line comm. apparatus";228.7858123779297
MLT;"TV/radio transmitters; line comm. apparatus";82.83766174316406
MMR;"TV/radio transmitters; line comm. apparatus";98.90103149414062
MNE;"TV/radio transmitters; line comm. apparatus";67.62152862548828
MNG;"TV/radio transmitters; line comm. apparatus";158.76870727539062
MNP;"TV/radio transmitters; line comm. apparatus";0.06405200064182281
MOZ;"TV/radio transmitters; line comm. apparatus";138.7661895751953
MRT;"TV/radio transmitters; line comm. apparatus";34.70221710205078
MSR;"TV/radio transmitters; line comm. apparatus";0.923475980758667
MUS;"TV/radio transmitters; line comm. apparatus";170.51016235351562
MWI;"TV/radio transmitters; line comm. apparatus";17.20612907409668
MYS;"TV/radio transmitters; line comm. apparatus";3514.455322265625
NAM;"TV/radio transmitters; line comm. apparatus";91.35208129882812
NCL;"TV/radio transmitters; line comm. apparatus";24.894332885742188
NER;"TV/radio transmitters; line comm. apparatus";15.634337425231934
NFK;"TV/radio transmitters; line comm. apparatus";0.10728299617767334
NGA;"TV/radio transmitters; line comm. apparatus";778.9765625
NIC;"TV/radio transmitters; line comm. apparatus";106.16006469726562
NIU;"TV/radio transmitters; line comm. apparatus";0.021226000040769577
NLD;"TV/radio transmitters; line comm. apparatus";25527.666015625
NOR;"TV/radio transmitters; line comm. apparatus";2223.021484375
NPL;"TV/radio transmitters; line comm. apparatus";205.4312744140625
NRU;"TV/radio transmitters; line comm. apparatus";0.7157299518585205
NZL;"TV/radio transmitters; line comm. apparatus";1394.0045166015625
OMN;"TV/radio transmitters; line comm. apparatus";749.7465209960938
PAK;"TV/radio transmitters; line comm. apparatus";715.3060302734375
PAN;"TV/radio transmitters; line comm. apparatus";210.50343322753906
PCN;"TV/radio transmitters; line comm. apparatus";0.0
PER;"TV/radio transmitters; line comm. apparatus";1635.3819580078125
PHL;"TV/radio transmitters; line comm. apparatus";2542.55810546875
PLW;"TV/radio transmitters; line comm. apparatus";3.076366901397705
PNG;"TV/radio transmitters; line comm. apparatus";115.73149108886719
POL;"TV/radio transmitters; line comm. apparatus";3099.79150390625
PRK;"TV/radio transmitters; line comm. apparatus";0.0
PRT;"TV/radio transmitters; line comm. apparatus";1694.8153076171875
PRY;"TV/radio transmitters; line comm. apparatus";1203.640380859375
PSE;"TV/radio transmitters; line comm. apparatus";131.2836151123047
PYF;"TV/radio transmitters; line comm. apparatus";43.28594207763672
QAT;"TV/radio transmitters; line comm. apparatus";1093.42431640625
ROU;"TV/radio transmitters; line comm. apparatus";2577.697265625
RUS;"TV/radio transmitters; line comm. apparatus";7580.4033203125
RWA;"TV/radio transmitters; line comm. apparatus";87.22480773925781
SAU;"TV/radio transmitters; line comm. apparatus";5865.181640625
SDN;"TV/radio transmitters; line comm. apparatus";167.55345153808594
SEN;"TV/radio transmitters; line comm. apparatus";122.48308563232422
SGP;"TV/radio transmitters; line comm. apparatus";13119.416015625
SGS;"TV/radio transmitters; line comm. apparatus";2.300000051036477e-05
SHN;"TV/radio transmitters; line comm. apparatus";0.3719109892845154
SLB;"TV/radio transmitters; line comm. apparatus";8.721113204956055
SLE;"TV/radio transmitters; line comm. apparatus";21.896121978759766
SLV;"TV/radio transmitters; line comm. apparatus";372.3866271972656
SMR;"TV/radio transmitters; line comm. apparatus";0.8109339475631714
SOM;"TV/radio transmitters; line comm. apparatus";216.01792907714844
SPM;"TV/radio transmitters; line comm. apparatus";0.5724329948425293
SRB;"TV/radio transmitters; line comm. apparatus";563.5740966796875
SSD;"TV/radio transmitters; line comm. apparatus";14.639453887939453
STP;"TV/radio transmitters; line comm. apparatus";2.0956220626831055
SUR;"TV/radio transmitters; line comm. apparatus";12.555831909179688
SVK;"TV/radio transmitters; line comm. apparatus";6013.55322265625
SVN;"TV/radio transmitters; line comm. apparatus";589.1298217773438
SWE;"TV/radio transmitters; line comm. apparatus";7040.65576171875
SWZ;"TV/radio transmitters; line comm. apparatus";14.546699523925781
SXM;"TV/radio transmitters; line comm. apparatus";8.631155967712402
SYC;"TV/radio transmitters; line comm. apparatus";10.409988403320312
SYR;"TV/radio transmitters; line comm. apparatus";5.985429286956787
TCA;"TV/radio transmitters; line comm. apparatus";2.4304728507995605
TCD;"TV/radio transmitters; line comm. apparatus";55.52030563354492
TGO;"TV/radio transmitters; line comm. apparatus";39.01718521118164
THA;"TV/radio transmitters; line comm. apparatus";6843.13037109375
TJK;"TV/radio transmitters; line comm. apparatus";37.0106315612793
TKL;"TV/radio transmitters; line comm. apparatus";0.0022070000413805246
TKM;"TV/radio transmitters; line comm. apparatus";716.5918579101562
TLS;"TV/radio transmitters; line comm. apparatus";15.08423900604248
TON;"TV/radio transmitters; line comm. apparatus";5.66419792175293
TTO;"TV/radio transmitters; line comm. apparatus";64.53746032714844
TUN;"TV/radio transmitters; line comm. apparatus";247.58514404296875
TUR;"TV/radio transmitters; line comm. apparatus";3658.16796875
TUV;"TV/radio transmitters; line comm. apparatus";0.26906099915504456
TWN;"TV/radio transmitters; line comm. apparatus";7333.0078125
TZA;"TV/radio transmitters; line comm. apparatus";108.64668273925781
UGA;"TV/radio transmitters; line comm. apparatus";133.53775024414062
UKR;"TV/radio transmitters; line comm. apparatus";1040.31982421875
UMI;"TV/radio transmitters; line comm. apparatus";0.6889539957046509
URY;"TV/radio transmitters; line comm. apparatus";352.8631896972656
USA;"TV/radio transmitters; line comm. apparatus";132027.15625
UZB;"TV/radio transmitters; line comm. apparatus";420.9417724609375
VAT;"TV/radio transmitters; line comm. apparatus";0.12118000537157059
VCT;"TV/radio transmitters; line comm. apparatus";4.361727714538574
VEN;"TV/radio transmitters; line comm. apparatus";434.2381591796875
VGB;"TV/radio transmitters; line comm. apparatus";6.0147624015808105
VNM;"TV/radio transmitters; line comm. apparatus";25042.171875
VUT;"TV/radio transmitters; line comm. apparatus";10.57049560546875
WLF;"TV/radio transmitters; line comm. apparatus";0.5014039874076843
WSM;"TV/radio transmitters; line comm. apparatus";6.601172924041748
YEM;"TV/radio transmitters; line comm. apparatus";13.282039642333984
ZAF;"TV/radio transmitters; line comm. apparatus";3656.408935546875
ZMB;"TV/radio transmitters; line comm. apparatus";70.66645050048828
ZWE;"TV/radio transmitters; line comm. apparatus";53.3964729309082
ABW;Tanks reservoirs and containers of metal;0.6044019460678101
AFG;Tanks reservoirs and containers of metal;2.2668449878692627
AGO;Tanks reservoirs and containers of metal;21.538829803466797
AIA;Tanks reservoirs and containers of metal;0.02590399980545044
ALB;Tanks reservoirs and containers of metal;5.501698017120361
AND;Tanks reservoirs and containers of metal;1.7839239835739136
ARE;Tanks reservoirs and containers of metal;99.60427856445312
ARG;Tanks reservoirs and containers of metal;56.94110870361328
ARM;Tanks reservoirs and containers of metal;29.571321487426758
ASM;Tanks reservoirs and containers of metal;0.8887910842895508
ATA;Tanks reservoirs and containers of metal;0.732712984085083
ATF;Tanks reservoirs and containers of metal;0.0
ATG;Tanks reservoirs and containers of metal;5.246355056762695
AUS;Tanks reservoirs and containers of metal;196.12469482421875
AUT;Tanks reservoirs and containers of metal;562.814453125
AZE;Tanks reservoirs and containers of metal;39.035552978515625
BDI;Tanks reservoirs and containers of metal;0.5304650068283081
BEL;Tanks reservoirs and containers of metal;522.2786254882812
BEN;Tanks reservoirs and containers of metal;5.7546868324279785
BES;Tanks reservoirs and containers of metal;0.1311279982328415
BFA;Tanks reservoirs and containers of metal;10.072616577148438
BGD;Tanks reservoirs and containers of metal;73.67980194091797
BGR;Tanks reservoirs and containers of metal;57.100406646728516
BHR;Tanks reservoirs and containers of metal;11.815774917602539
BHS;Tanks reservoirs and containers of metal;4.944174289703369
BIH;Tanks reservoirs and containers of metal;29.914859771728516
BLM;Tanks reservoirs and containers of metal;0.0
BLR;Tanks reservoirs and containers of metal;45.223358154296875
BLZ;Tanks reservoirs and containers of metal;1.2638651132583618
BMU;Tanks reservoirs and containers of metal;0.6683810353279114
BOL;Tanks reservoirs and containers of metal;7.173949241638184
BRA;Tanks reservoirs and containers of metal;59.648887634277344
BRB;Tanks reservoirs and containers of metal;1.5158488750457764
BRN;Tanks reservoirs and containers of metal;3.486196994781494
BTN;Tanks reservoirs and containers of metal;0.6841650009155273
BVT;Tanks reservoirs and containers of metal;0.0
BWA;Tanks reservoirs and containers of metal;13.166938781738281
CAF;Tanks reservoirs and containers of metal;1.5874119997024536
CAN;Tanks reservoirs and containers of metal;540.1251831054688
CCK;Tanks reservoirs and containers of metal;0.03839600086212158
CHE;Tanks reservoirs and containers of metal;313.6034851074219
CHL;Tanks reservoirs and containers of metal;89.56613159179688
CHN;Tanks reservoirs and containers of metal;522.1298828125
CIV;Tanks reservoirs and containers of metal;41.857513427734375
CMR;Tanks reservoirs and containers of metal;14.547513008117676
COD;Tanks reservoirs and containers of metal;5.1797051429748535
COG;Tanks reservoirs and containers of metal;2.851055860519409
COK;Tanks reservoirs and containers of metal;0.04944399744272232
COL;Tanks reservoirs and containers of metal;33.710968017578125
COM;Tanks reservoirs and containers of metal;0.7970770597457886
CPV;Tanks reservoirs and containers of metal;0.7756009697914124
CRI;Tanks reservoirs and containers of metal;20.73487663269043
CUB;Tanks reservoirs and containers of metal;6.725118637084961
CUW;Tanks reservoirs and containers of metal;1.0468240976333618
CXR;Tanks reservoirs and containers of metal;0.041404999792575836
CYM;Tanks reservoirs and containers of metal;1.3618581295013428
CYP;Tanks reservoirs and containers of metal;6.408391952514648
CZE;Tanks reservoirs and containers of metal;268.8312683105469
DEU;Tanks reservoirs and containers of metal;2466.84765625
DJI;Tanks reservoirs and containers of metal;3.3936800956726074
DMA;Tanks reservoirs and containers of metal;0.44938400387763977
DNK;Tanks reservoirs and containers of metal;146.38919067382812
DOM;Tanks reservoirs and containers of metal;23.24271583557129
DZA;Tanks reservoirs and containers of metal;55.95130920410156
ECU;Tanks reservoirs and containers of metal;6.872401237487793
EGY;Tanks reservoirs and containers of metal;62.218936920166016
ERI;Tanks reservoirs and containers of metal;0.6476969718933105
ESH;Tanks reservoirs and containers of metal;0.0
ESP;Tanks reservoirs and containers of metal;470.9228515625
EST;Tanks reservoirs and containers of metal;40.05912399291992
ETH;Tanks reservoirs and containers of metal;11.548906326293945
FIN;Tanks reservoirs and containers of metal;82.77366638183594
FJI;Tanks reservoirs and containers of metal;3.436105251312256
FLK;Tanks reservoirs and containers of metal;0.5949869751930237
FRA;Tanks reservoirs and containers of metal;1216.3785400390625
FRE;Tanks reservoirs and containers of metal;1.9179041385650635
FRO;Tanks reservoirs and containers of metal;1.3950629234313965
FSM;Tanks reservoirs and containers of metal;0.5325610041618347
GAB;Tanks reservoirs and containers of metal;4.038468360900879
GBR;Tanks reservoirs and containers of metal;1334.932861328125
GEO;Tanks reservoirs and containers of metal;45.419517517089844
GHA;Tanks reservoirs and containers of metal;10.978252410888672
GIB;Tanks reservoirs and containers of metal;0.21922999620437622
GIN;Tanks reservoirs and containers of metal;4.609642028808594
GMB;Tanks reservoirs and containers of metal;1.7789939641952515
GNB;Tanks reservoirs and containers of metal;1.5231350660324097
GNQ;Tanks reservoirs and containers of metal;0.5394330024719238
GRC;Tanks reservoirs and containers of metal;81.45095825195312
GRD;Tanks reservoirs and containers of metal;1.6598830223083496
GRL;Tanks reservoirs and containers of metal;1.4748990535736084
GTM;Tanks reservoirs and containers of metal;15.775064468383789
GUM;Tanks reservoirs and containers of metal;0.3274860084056854
GUY;Tanks reservoirs and containers of metal;6.399632930755615
HKG;Tanks reservoirs and containers of metal;25.938961029052734
HMD;Tanks reservoirs and containers of metal;0.0
HND;Tanks reservoirs and containers of metal;9.919485092163086
HRV;Tanks reservoirs and containers of metal;68.4345703125
HTI;Tanks reservoirs and containers of metal;3.1789729595184326
HUN;Tanks reservoirs and containers of metal;216.12893676757812
IDN;Tanks reservoirs and containers of metal;150.54833984375
IND;Tanks reservoirs and containers of metal;140.80679321289062
IOT;Tanks reservoirs and containers of metal;0.09324300289154053
IRL;Tanks reservoirs and containers of metal;145.0196075439453
IRN;Tanks reservoirs and containers of metal;40.09074020385742
IRQ;Tanks reservoirs and containers of metal;61.54730224609375
ISL;Tanks reservoirs and containers of metal;13.681255340576172
ISR;Tanks reservoirs and containers of metal;66.43875122070312
ITA;Tanks reservoirs and containers of metal;859.6511840820312
JAM;Tanks reservoirs and containers of metal;8.560078620910645
JOR;Tanks reservoirs and containers of metal;17.492637634277344
JPN;Tanks reservoirs and containers of metal;172.17730712890625
KAZ;Tanks reservoirs and containers of metal;138.77853393554688
KEN;Tanks reservoirs and containers of metal;7.791114330291748
KGZ;Tanks reservoirs and containers of metal;7.023708343505859
KHM;Tanks reservoirs and containers of metal;11.845301628112793
KIR;Tanks reservoirs and containers of metal;0.07548800110816956
KNA;Tanks reservoirs and containers of metal;0.32188600301742554
KOR;Tanks reservoirs and containers of metal;452.93682861328125
KWT;Tanks reservoirs and containers of metal;33.255096435546875
LAO;Tanks reservoirs and containers of metal;6.65534782409668
LBN;Tanks reservoirs and containers of metal;6.562215805053711
LBR;Tanks reservoirs and containers of metal;5.565299034118652
LBY;Tanks reservoirs and containers of metal;11.154825210571289
LCA;Tanks reservoirs and containers of metal;1.1891710758209229
LIE;Tanks reservoirs and containers of metal;0.0
LKA;Tanks reservoirs and containers of metal;3.643216133117676
LSO;Tanks reservoirs and containers of metal;1.900904893875122
LTU;Tanks reservoirs and containers of metal;52.19225311279297
LUX;Tanks reservoirs and containers of metal;46.603675842285156
LVA;Tanks reservoirs and containers of metal;52.54576873779297
MAC;Tanks reservoirs and containers of metal;1.9227710962295532
MAR;Tanks reservoirs and containers of metal;28.982349395751953
MDA;Tanks reservoirs and containers of metal;31.28769302368164
MDG;Tanks reservoirs and containers of metal;4.053610801696777
MDV;Tanks reservoirs and containers of metal;7.947519302368164
MEX;Tanks reservoirs and containers of metal;216.81793212890625
MHL;Tanks reservoirs and containers of metal;1.1086480617523193
MKD;Tanks reservoirs and containers of metal;13.29420280456543
MLI;Tanks reservoirs and containers of metal;2.101947069168091
MLT;Tanks reservoirs and containers of metal;2.4132261276245117
MMR;Tanks reservoirs and containers of metal;9.904062271118164
MNE;Tanks reservoirs and containers of metal;4.4028239250183105
MNG;Tanks reservoirs and containers of metal;21.234210968017578
MNP;Tanks reservoirs and containers of metal;0.023579999804496765
MOZ;Tanks reservoirs and containers of metal;9.229454040527344
MRT;Tanks reservoirs and containers of metal;7.806606292724609
MSR;Tanks reservoirs and containers of metal;0.09555600583553314
MUS;Tanks reservoirs and containers of metal;5.7324113845825195
MWI;Tanks reservoirs and containers of metal;2.362173080444336
MYS;Tanks reservoirs and containers of metal;95.69389343261719
NAM;Tanks reservoirs and containers of metal;3.8832449913024902
NCL;Tanks reservoirs and containers of metal;4.6233110427856445
NER;Tanks reservoirs and containers of metal;4.026860237121582
NFK;Tanks reservoirs and containers of metal;0.13833500444889069
NGA;Tanks reservoirs and containers of metal;54.92085266113281
NIC;Tanks reservoirs and containers of metal;14.645129203796387
NIU;Tanks reservoirs and containers of metal;0.009763999842107296
NLD;Tanks reservoirs and containers of metal;712.0995483398438
