industry,0-10%,11-20%,21-30%,31-40%,>40%
Accumulators primary cells and batteries,0.0691973071090081,0.1264974613392992,0.5334083042572437,0.4792667199360176,0.0579684941393264
Aircraft and spacecraft,0.1229950378571207,0.3321572218330996,0.0656936922143185,0.015845962946113602,0.0
Basic iron and steel,0.0353157721524857,0.04028957437385396,0.0901171349381296,0.05877396094627894,0.0017594705036345
Basic precious and non-ferrous metals,0.1498637871450618,0.14661705453572554,0.064580569636534,0.20358221056461942,0.0015102116534392001
Electronic valves tubes etc.,0.0574218931164691,0.07800029577272817,0.4668292619094831,0.43155058757939646,0.0564056061479681
Medical surgical and orthopaedic equipment,0.0455639967348021,0.22845042993658904,0.04875460645951438,0.1029197254986221,0.0012259342821512
Office accounting and computing machinery,0.0349419716399645,0.1685684841925168,0.3478003211170372,1.4049241310160565,0.0407830295543857
Optical instruments & photographic equipment,0.11270210791666291,0.47393645192503125,0.4930547554778781,0.9252171916136218,0.0445413842416545
TV and radio receivers and associated goods,0.0092039296244016,0.15094668607630585,0.3365137440545816,0.9850823922190124,0.3936417975700557
