industry,dependent_country,supplier_country,dependency_value,direct_dependency,indirect_dependency,trade_value,optimal_length,tariff,tariff_group,region
Basic iron and steel,USA,BRA,0.0325068618367592,0.028965501114726,0.0035413607220331,3628.9033203125,2,10,0-10%,LATAM
Basic iron and steel,USA,TUR,0.0012435182750357,0.0,0.0012435182750357,0.0,2,10,0-10%,OTHER
Basic iron and steel,USA,GBR,0.0007167036733411,0.0,0.0007167036733411,0.0,2,10,0-10%,OTHER
Basic iron and steel,USA,AUS,0.0003605372438576,0.0,0.0003605372438576,0.0,2,10,0-10%,OTHER
Basic iron and steel,USA,SGP,0.000245441682627,0.0,0.000245441682627,0.0,2,10,0-10%,ASIA
Basic iron and steel,USA,COL,0.0002427094408651,0.0,0.0002427094408651,0.0,2,10,0-10%,LATAM
Basic iron and steel,USA,CHL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Basic precious and non-ferrous metals,USA,LSO,0.0,0.0,0.0,0.0,2,50,>40%,OTHER
Basic precious and non-ferrous metals,USA,KHM,0.0,0.0,0.0,0.0,2,49,>40%,ASIA
Basic precious and non-ferrous metals,USA,LAO,0.0,0.0,0.0,0.0,2,48,>40%,ASIA
Basic precious and non-ferrous metals,USA,MDG,0.0001815561965776,0.0,0.0001815561965776,0.0,2,47,>40%,OTHER
Basic precious and non-ferrous metals,USA,VNM,0.0012217744796817,0.0,0.0012217744796817,0.0,2,46,>40%,ASIA
Basic precious and non-ferrous metals,USA,MMR,0.0001068809771799,0.0,0.0001068809771799,0.0,2,45,>40%,ASIA
Basic precious and non-ferrous metals,USA,LKA,0.0,0.0,0.0,0.0,2,44,>40%,ASIA
Basic precious and non-ferrous metals,USA,FLK,0.0,0.0,0.0,0.0,2,42,>40%,OTHER
Basic precious and non-ferrous metals,USA,SYR,0.0,0.0,0.0,0.0,2,41,>40%,OTHER
Basic precious and non-ferrous metals,USA,MUS,0.0,0.0,0.0,0.0,2,40,31-40%,OTHER
Basic precious and non-ferrous metals,USA,IRQ,0.0,0.0,0.0,0.0,2,39,31-40%,OTHER
Basic precious and non-ferrous metals,USA,GUY,0.0049155517971577,0.0,0.0049155517971577,0.0,2,38,31-40%,OTHER
Basic precious and non-ferrous metals,USA,SRB,0.0005255384662969,0.0,0.0005255384662969,0.0,2,38,31-40%,OTHER
Basic precious and non-ferrous metals,USA,BWA,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Basic precious and non-ferrous metals,USA,THA,0.0033846680576976,0.0,0.0033846680576976,0.0,2,37,31-40%,ASIA
Basic precious and non-ferrous metals,USA,BGD,0.0,0.0,0.0,0.0,2,37,31-40%,ASIA
Basic precious and non-ferrous metals,USA,BIH,0.0,0.0,0.0,0.0,2,36,31-40%,OTHER
Basic precious and non-ferrous metals,USA,CHN,0.0934119992123131,0.0184030700474977,0.0750089291648153,1647.47265625,3,34,31-40%,ASIA
Basic precious and non-ferrous metals,USA,MKD,0.0,0.0,0.0,0.0,2,33,31-40%,OTHER
Basic precious and non-ferrous metals,USA,CHE,0.0422917109281521,0.0166903864592313,0.0256013244689208,1494.1505126953125,3,32,31-40%,OTHER
Basic precious and non-ferrous metals,USA,IDN,0.0021998661452957,0.0,0.0021998661452957,0.0,2,32,31-40%,ASIA
Basic precious and non-ferrous metals,USA,TWN,0.0012726857423738,0.0,0.0012726857423738,0.0,2,32,31-40%,ASIA
Basic precious and non-ferrous metals,USA,FJI,8.117282990771635e-05,0.0,8.117282990771635e-05,0.0,2,32,31-40%,OTHER
Basic precious and non-ferrous metals,USA,AGO,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Basic precious and non-ferrous metals,USA,ZAF,0.055049507334776,0.0352524816989898,0.0197970256357861,3155.859375,3,31,31-40%,OTHER
Basic precious and non-ferrous metals,USA,LBY,0.0004495100506488,0.0,0.0004495100506488,0.0,2,31,31-40%,OTHER
Basic precious and non-ferrous metals,USA,MDA,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Basic precious and non-ferrous metals,USA,PAK,0.0001072996877034,0.0,0.0001072996877034,0.0,2,30,21-30%,OTHER
Basic precious and non-ferrous metals,USA,DZA,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Basic precious and non-ferrous metals,USA,NRU,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Basic precious and non-ferrous metals,USA,TUN,0.0,0.0,0.0,0.0,2,28,21-30%,OTHER
Basic precious and non-ferrous metals,USA,IND,0.0124651642895179,0.0074599892832338,0.005005175006284,667.8303833007812,2,27,21-30%,OTHER
Basic precious and non-ferrous metals,USA,KAZ,0.0052623421748581,0.0,0.0052623421748581,0.0,2,27,21-30%,OTHER
Basic precious and non-ferrous metals,USA,KOR,0.0172514468763621,0.0100252497941255,0.0072261970822365,897.4766845703125,2,26,21-30%,ASIA
Basic precious and non-ferrous metals,USA,JPN,0.0236025844061935,0.0145912254229187,0.0090113589832747,1306.230224609375,2,24,21-30%,ASIA
Basic precious and non-ferrous metals,USA,MYS,0.0021285986177241,0.0,0.0021285986177241,0.0,2,24,21-30%,ASIA
Basic precious and non-ferrous metals,USA,BRN,0.0,0.0,0.0,0.0,2,24,21-30%,ASIA
Basic precious and non-ferrous metals,USA,VUT,0.0,0.0,0.0,0.0,2,23,21-30%,OTHER
Basic precious and non-ferrous metals,USA,NAM,0.0036089616434231,0.0,0.0036089616434231,0.0,2,21,21-30%,OTHER
Basic precious and non-ferrous metals,USA,CIV,0.0001541719407518,0.0,0.0001541719407518,0.0,2,21,21-30%,OTHER
Basic precious and non-ferrous metals,USA,DEU,0.0664731064155643,0.0401515662670135,0.0263215401485508,3594.433349609375,3,20,11-20%,EU
Basic precious and non-ferrous metals,USA,ITA,0.0160745048154929,0.0086974091827869,0.007377095632706,778.606201171875,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,BEL,0.0126075519815578,0.0065847113728523,0.0060228406087054,589.4740600585938,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,FRA,0.0115958637168081,0.0062707467004656,0.0053251170163424,561.367431640625,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,NLD,0.0056976819434286,0.0,0.0056976819434286,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,ESP,0.0052524865667261,0.0,0.0052524865667261,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,POL,0.0029170815571657,0.0,0.0029170815571657,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,AUT,0.0026052877865954,0.0,0.0026052877865954,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,FIN,0.0018956926314104,0.0,0.0018956926314104,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,SWE,0.0016649846229828,0.0,0.0016649846229828,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,BGR,0.0014971942758182,0.0,0.0014971942758182,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,GRC,0.0008798028262912,0.0,0.0008798028262912,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,CZE,0.0007404068604572,0.0,0.0007404068604572,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,SVN,0.0004128886727322,0.0,0.0004128886727322,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,LUX,0.0003882058888367,0.0,0.0003882058888367,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,DNK,0.0003791128349131,0.0,0.0003791128349131,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,HUN,0.0003297186366231,0.0,0.0003297186366231,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,JOR,0.0001980471734023,0.0,0.0001980471734023,0.0,2,20,11-20%,OTHER
Basic precious and non-ferrous metals,USA,EST,0.0001938151208391,0.0,0.0001938151208391,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,PRT,3.676946829187389e-05,0.0,3.676946829187389e-05,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,CYP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,HRV,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,IRL,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,LTU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,LVA,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,MLT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,ROU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,SVK,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Basic precious and non-ferrous metals,USA,NIC,0.0055760070681571,0.0055760070681571,0.0,499.1732177734375,2,19,11-20%,LATAM
Basic precious and non-ferrous metals,USA,PHL,0.0009257840941271,0.0,0.0009257840941271,0.0,2,18,11-20%,ASIA
Basic precious and non-ferrous metals,USA,ZWE,0.0003010851479903,0.0,0.0003010851479903,0.0,2,18,11-20%,OTHER
Basic precious and non-ferrous metals,USA,MWI,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Basic precious and non-ferrous metals,USA,ZMB,0.0026901433390528,0.0,0.0026901433390528,0.0,2,17,11-20%,OTHER
Basic precious and non-ferrous metals,USA,ISR,0.0,0.0,0.0,0.0,2,17,11-20%,OTHER
Basic precious and non-ferrous metals,USA,NOR,0.001416822126831,0.0,0.001416822126831,0.0,2,16,11-20%,OTHER
Basic precious and non-ferrous metals,USA,MOZ,0.0004398215049022,0.0,0.0004398215049022,0.0,2,16,11-20%,OTHER
Basic precious and non-ferrous metals,USA,VEN,4.460667910956501e-05,0.0,4.460667910956501e-05,0.0,2,15,11-20%,LATAM
Basic precious and non-ferrous metals,USA,NGA,0.0002246641376691,0.0,0.0002246641376691,0.0,2,14,11-20%,OTHER
Basic precious and non-ferrous metals,USA,TCD,0.0001167505430898,0.0,0.0001167505430898,0.0,2,13,11-20%,OTHER
Basic precious and non-ferrous metals,USA,GNQ,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Basic precious and non-ferrous metals,USA,CMR,0.0001793161068792,0.0,0.0001793161068792,0.0,2,12,11-20%,OTHER
Basic precious and non-ferrous metals,USA,COD,0.0028618499919803,0.0,0.0028618499919803,0.0,2,11,11-20%,OTHER
Basic precious and non-ferrous metals,USA,CHL,0.0489955549406135,0.0323251001536846,0.0166704547869289,2893.795654296875,3,10,0-10%,LATAM
Basic precious and non-ferrous metals,USA,BRA,0.037757253402799,0.0059538153000175,0.0318034381027814,532.9952392578125,3,10,0-10%,LATAM
Basic precious and non-ferrous metals,USA,GBR,0.0334604841809658,0.0156382769346237,0.0178222072463421,1399.9639892578125,3,10,0-10%,OTHER
Basic precious and non-ferrous metals,USA,AUS,0.0166492479362229,0.0102313309907913,0.0064179169454316,915.9253540039062,2,10,0-10%,OTHER
Basic precious and non-ferrous metals,USA,COL,0.0084486477640641,0.0066147251054644,0.0018339226585997,592.1609497070312,2,10,0-10%,LATAM
Basic precious and non-ferrous metals,USA,TUR,0.0024873205669099,0.0,0.0024873205669099,0.0,2,10,0-10%,OTHER
Basic precious and non-ferrous metals,USA,SGP,0.0020652783534866,0.0,0.0020652783534866,0.0,2,10,0-10%,ASIA
Electronic valves tubes etc.,USA,LSO,0.0,0.0,0.0,0.0,2,50,>40%,OTHER
Electronic valves tubes etc.,USA,KHM,0.0,0.0,0.0,0.0,2,49,>40%,ASIA
Electronic valves tubes etc.,USA,LAO,0.0,0.0,0.0,0.0,2,48,>40%,ASIA
Electronic valves tubes etc.,USA,MDG,0.0,0.0,0.0,0.0,2,47,>40%,OTHER
Electronic valves tubes etc.,USA,VNM,0.0564056061479681,0.0401768125593662,0.0162287935886019,3688.7255859375,3,46,>40%,ASIA
Electronic valves tubes etc.,USA,MMR,0.0,0.0,0.0,0.0,2,45,>40%,ASIA
Electronic valves tubes etc.,USA,LKA,0.0,0.0,0.0,0.0,2,44,>40%,ASIA
Electronic valves tubes etc.,USA,FLK,0.0,0.0,0.0,0.0,2,42,>40%,OTHER
Electronic valves tubes etc.,USA,SYR,0.0,0.0,0.0,0.0,2,41,>40%,OTHER
Electronic valves tubes etc.,USA,MUS,0.0,0.0,0.0,0.0,2,40,31-40%,OTHER
Electronic valves tubes etc.,USA,IRQ,0.0,0.0,0.0,0.0,2,39,31-40%,OTHER
Electronic valves tubes etc.,USA,BWA,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Electronic valves tubes etc.,USA,GUY,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Electronic valves tubes etc.,USA,SRB,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Electronic valves tubes etc.,USA,THA,0.036564279478064,0.0193560756742954,0.0172082038037685,1777.125732421875,3,37,31-40%,ASIA
Electronic valves tubes etc.,USA,BGD,0.0,0.0,0.0,0.0,2,37,31-40%,ASIA
Electronic valves tubes etc.,USA,BIH,0.0,0.0,0.0,0.0,2,36,31-40%,OTHER
Electronic valves tubes etc.,USA,CHN,0.1782245821765022,0.0438396148383617,0.1343849673381405,4025.015869140625,3,34,31-40%,ASIA
Electronic valves tubes etc.,USA,MKD,0.0,0.0,0.0,0.0,2,33,31-40%,OTHER
Electronic valves tubes etc.,USA,TWN,0.2163567801953218,0.0508798658847808,0.1654769143105409,4671.3974609375,3,32,31-40%,ASIA
Electronic valves tubes etc.,USA,IDN,0.0003291722383638,0.0,0.0003291722383638,0.0,2,32,31-40%,ASIA
Electronic valves tubes etc.,USA,CHE,7.577349114464699e-05,0.0,7.577349114464699e-05,0.0,2,32,31-40%,OTHER
Electronic valves tubes etc.,USA,AGO,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Electronic valves tubes etc.,USA,FJI,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Electronic valves tubes etc.,USA,LBY,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Electronic valves tubes etc.,USA,MDA,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Electronic valves tubes etc.,USA,ZAF,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Electronic valves tubes etc.,USA,DZA,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Electronic valves tubes etc.,USA,NRU,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Electronic valves tubes etc.,USA,PAK,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Electronic valves tubes etc.,USA,TUN,0.0,0.0,0.0,0.0,2,28,21-30%,OTHER
Electronic valves tubes etc.,USA,IND,0.0,0.0,0.0,0.0,2,27,21-30%,OTHER
Electronic valves tubes etc.,USA,KAZ,0.0,0.0,0.0,0.0,2,27,21-30%,OTHER
Electronic valves tubes etc.,USA,KOR,0.1150723498000314,0.0359111279249191,0.0791612218751123,3297.083251953125,3,26,21-30%,ASIA
Electronic valves tubes etc.,USA,MYS,0.2523973475591454,0.2063464969396591,0.0460508506194862,18945.146484375,3,24,21-30%,ASIA
Electronic valves tubes etc.,USA,JPN,0.0993595645503063,0.0346485003829002,0.0647110641674061,3181.158447265625,3,24,21-30%,ASIA
Electronic valves tubes etc.,USA,BRN,0.0,0.0,0.0,0.0,2,24,21-30%,ASIA
Electronic valves tubes etc.,USA,VUT,0.0,0.0,0.0,0.0,2,23,21-30%,OTHER
Electronic valves tubes etc.,USA,CIV,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Electronic valves tubes etc.,USA,NAM,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Electronic valves tubes etc.,USA,DEU,0.0177870425459197,0.0079251453280448,0.0098618972178748,727.6257934570312,2,20,11-20%,EU
Electronic valves tubes etc.,USA,IRL,0.0170185030741709,0.0094581302255392,0.0075603728486317,868.3726196289062,2,20,11-20%,EU
Electronic valves tubes etc.,USA,AUT,0.0019314532932946,0.0,0.0019314532932946,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,ITA,0.0018350185425777,0.0,0.0018350185425777,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,FRA,0.0011396357207888,0.0,0.0011396357207888,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,NLD,0.00099624378949,0.0,0.00099624378949,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,HUN,0.000160109481522,0.0,0.000160109481522,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,CZE,9.188481613232186e-05,0.0,9.188481613232186e-05,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,BEL,8.197888036963995e-05,0.0,8.197888036963995e-05,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,POL,6.174514270540499e-05,0.0,6.174514270540499e-05,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,BGR,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,CYP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,DNK,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,ESP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,EST,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,FIN,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,GRC,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,HRV,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,JOR,0.0,0.0,0.0,0.0,2,20,11-20%,OTHER
Electronic valves tubes etc.,USA,LTU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,LUX,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,LVA,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,MLT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,PRT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,ROU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,SVK,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,SVN,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,SWE,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Electronic valves tubes etc.,USA,NIC,0.0,0.0,0.0,0.0,2,19,11-20%,LATAM
Electronic valves tubes etc.,USA,PHL,0.0362561034518287,0.0157334189862012,0.0205226844656274,1444.5213623046875,3,18,11-20%,ASIA
Electronic valves tubes etc.,USA,MWI,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Electronic valves tubes etc.,USA,ZWE,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Electronic valves tubes etc.,USA,ISR,0.0006405770339284,0.0,0.0006405770339284,0.0,2,17,11-20%,OTHER
Electronic valves tubes etc.,USA,ZMB,0.0,0.0,0.0,0.0,2,17,11-20%,OTHER
Electronic valves tubes etc.,USA,MOZ,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Electronic valves tubes etc.,USA,NOR,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Electronic valves tubes etc.,USA,VEN,0.0,0.0,0.0,0.0,2,15,11-20%,LATAM
Electronic valves tubes etc.,USA,NGA,0.0,0.0,0.0,0.0,2,14,11-20%,OTHER
Electronic valves tubes etc.,USA,GNQ,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Electronic valves tubes etc.,USA,TCD,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Electronic valves tubes etc.,USA,CMR,0.0,0.0,0.0,0.0,2,12,11-20%,OTHER
Electronic valves tubes etc.,USA,COD,0.0,0.0,0.0,0.0,2,11,11-20%,OTHER
Electronic valves tubes etc.,USA,SGP,0.0558703573595694,0.00852732360363,0.0473430337559393,782.9131469726562,3,10,0-10%,ASIA
Electronic valves tubes etc.,USA,GBR,0.0015515357568997,0.0,0.0015515357568997,0.0,2,10,0-10%,OTHER
Electronic valves tubes etc.,USA,AUS,0.0,0.0,0.0,0.0,2,10,0-10%,OTHER
Electronic valves tubes etc.,USA,BRA,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Electronic valves tubes etc.,USA,CHL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Electronic valves tubes etc.,USA,COL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Electronic valves tubes etc.,USA,TUR,0.0,0.0,0.0,0.0,2,10,0-10%,OTHER
Medical surgical and orthopaedic equipment,USA,LSO,0.0,0.0,0.0,0.0,2,50,>40%,OTHER
Medical surgical and orthopaedic equipment,USA,KHM,0.0,0.0,0.0,0.0,2,49,>40%,ASIA
Medical surgical and orthopaedic equipment,USA,LAO,0.0,0.0,0.0,0.0,2,48,>40%,ASIA
Medical surgical and orthopaedic equipment,USA,MDG,0.0,0.0,0.0,0.0,2,47,>40%,OTHER
Medical surgical and orthopaedic equipment,USA,VNM,0.0012259342821512,0.0,0.0012259342821512,0.0,2,46,>40%,ASIA
Medical surgical and orthopaedic equipment,USA,MMR,0.0,0.0,0.0,0.0,2,45,>40%,ASIA
Medical surgical and orthopaedic equipment,USA,LKA,0.0,0.0,0.0,0.0,2,44,>40%,ASIA
Medical surgical and orthopaedic equipment,USA,FLK,0.0,0.0,0.0,0.0,2,42,>40%,OTHER
Medical surgical and orthopaedic equipment,USA,SYR,0.0,0.0,0.0,0.0,2,41,>40%,OTHER
Medical surgical and orthopaedic equipment,USA,MUS,0.0,0.0,0.0,0.0,2,40,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,IRQ,0.0,0.0,0.0,0.0,2,39,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,BWA,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,GUY,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,SRB,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,THA,0.0004714059168738,0.0,0.0004714059168738,0.0,2,37,31-40%,ASIA
Medical surgical and orthopaedic equipment,USA,BGD,0.0,0.0,0.0,0.0,2,37,31-40%,ASIA
Medical surgical and orthopaedic equipment,USA,BIH,0.0,0.0,0.0,0.0,2,36,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,CHN,0.0615423359855319,0.0391467213630676,0.0223956146224642,5134.48388671875,3,34,31-40%,ASIA
Medical surgical and orthopaedic equipment,USA,MKD,0.0,0.0,0.0,0.0,2,33,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,CHE,0.0385357686131921,0.0225462522357702,0.0159895163774218,2957.16650390625,3,32,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,TWN,0.0020906685099264,0.0,0.0020906685099264,0.0,2,32,31-40%,ASIA
Medical surgical and orthopaedic equipment,USA,IDN,0.0002795464730979,0.0,0.0002795464730979,0.0,2,32,31-40%,ASIA
Medical surgical and orthopaedic equipment,USA,AGO,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,FJI,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,LBY,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,MDA,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,ZAF,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Medical surgical and orthopaedic equipment,USA,PAK,0.0008110630830152,0.0,0.0008110630830152,0.0,2,30,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,DZA,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,NRU,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,TUN,9.17145341952782e-05,0.0,9.17145341952782e-05,0.0,2,28,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,IND,0.0011048737882515,0.0,0.0011048737882515,0.0,2,27,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,KAZ,0.0,0.0,0.0,0.0,2,27,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,KOR,0.0031261799081474,0.0,0.0031261799081474,0.0,2,26,21-30%,ASIA
Medical surgical and orthopaedic equipment,USA,JPN,0.0331234696729272,0.0186552871018648,0.0144681825710624,2446.827392578125,3,24,21-30%,ASIA
Medical surgical and orthopaedic equipment,USA,MYS,0.0104973054729778,0.0057322834618389,0.0047650220111388,751.8463134765625,2,24,21-30%,ASIA
Medical surgical and orthopaedic equipment,USA,BRN,0.0,0.0,0.0,0.0,2,24,21-30%,ASIA
Medical surgical and orthopaedic equipment,USA,VUT,0.0,0.0,0.0,0.0,2,23,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,CIV,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,NAM,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Medical surgical and orthopaedic equipment,USA,DEU,0.0902188048421692,0.0467706285417079,0.0434481763004612,6134.435546875,3,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,IRL,0.0687166377294587,0.0596573688089847,0.0090592689204739,7824.66064453125,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,NLD,0.0177752841609866,0.0,0.0177752841609866,0.0,3,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,FRA,0.0164420676787172,0.0081443469971418,0.0082977206815754,1068.2125244140625,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,POL,0.0076778075790522,0.0059321983717381,0.001745609207314,778.067138671875,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,ITA,0.0049799248191111,0.0,0.0049799248191111,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,BEL,0.0031898910656045,0.0,0.0031898910656045,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,AUT,0.0028708515773091,0.0,0.0028708515773091,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,DNK,0.001748119212426,0.0,0.001748119212426,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,SWE,0.0008927525875124,0.0,0.0008927525875124,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,ESP,0.0007093396140964,0.0,0.0007093396140964,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,CZE,0.0006757751495617,0.0,0.0006757751495617,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,HUN,0.0006644165232553,0.0,0.0006644165232553,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,FIN,9.509849063088517e-05,0.0,9.509849063088517e-05,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,SVK,8.591044074375098e-05,0.0,8.591044074375098e-05,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,BGR,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,CYP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,EST,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,GRC,0.0,0.0,0.0,0.0,2,20,11-20%,EU
