industry,dependent_country,supplier_country,dependency_value,direct_dependency,indirect_dependency,trade_value,optimal_length,tariff,tariff_group,region
Medical surgical and orthopaedic equipment,USA,HRV,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,JOR,0.0,0.0,0.0,0.0,2,20,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,LTU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,LUX,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,LVA,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,MLT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,PRT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,ROU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,SVN,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Medical surgical and orthopaedic equipment,USA,NIC,0.0,0.0,0.0,0.0,2,19,11-20%,LATAM
Medical surgical and orthopaedic equipment,USA,PHL,0.0002075290848937,0.0,0.0002075290848937,0.0,2,18,11-20%,ASIA
Medical surgical and orthopaedic equipment,USA,MWI,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,ZWE,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,ISR,0.0115002193810603,0.0088561689481139,0.0026440504329464,1161.5750732421875,2,17,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,ZMB,0.0,0.0,0.0,0.0,2,17,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,MOZ,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,NOR,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,VEN,0.0,0.0,0.0,0.0,2,15,11-20%,LATAM
Medical surgical and orthopaedic equipment,USA,NGA,0.0,0.0,0.0,0.0,2,14,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,GNQ,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,TCD,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,CMR,0.0,0.0,0.0,0.0,2,12,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,COD,0.0,0.0,0.0,0.0,2,11,11-20%,OTHER
Medical surgical and orthopaedic equipment,USA,GBR,0.0220834752343809,0.0072541097179055,0.0148293655164754,951.4490356445312,3,10,0-10%,OTHER
Medical surgical and orthopaedic equipment,USA,SGP,0.0208395593386924,0.0165265444666147,0.0043130148720776,2167.62158203125,2,10,0-10%,ASIA
Medical surgical and orthopaedic equipment,USA,AUS,0.0014514553315866,0.0,0.0014514553315866,0.0,2,10,0-10%,OTHER
Medical surgical and orthopaedic equipment,USA,BRA,0.0011546081913724,0.0,0.0011546081913724,0.0,2,10,0-10%,LATAM
Medical surgical and orthopaedic equipment,USA,TUR,3.489863876979878e-05,0.0,3.489863876979878e-05,0.0,2,10,0-10%,OTHER
Medical surgical and orthopaedic equipment,USA,CHL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Medical surgical and orthopaedic equipment,USA,COL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Office accounting and computing machinery,USA,LSO,0.0,0.0,0.0,0.0,2,50,>40%,OTHER
Office accounting and computing machinery,USA,KHM,0.0,0.0,0.0,0.0,2,49,>40%,ASIA
Office accounting and computing machinery,USA,LAO,0.0,0.0,0.0,0.0,2,48,>40%,ASIA
Office accounting and computing machinery,USA,MDG,0.0,0.0,0.0,0.0,2,47,>40%,OTHER
Office accounting and computing machinery,USA,VNM,0.0407830295543857,0.0189759656786918,0.0218070638756938,2181.077880859375,3,46,>40%,ASIA
Office accounting and computing machinery,USA,MMR,0.0,0.0,0.0,0.0,2,45,>40%,ASIA
Office accounting and computing machinery,USA,LKA,0.0,0.0,0.0,0.0,2,44,>40%,ASIA
Office accounting and computing machinery,USA,FLK,0.0,0.0,0.0,0.0,2,42,>40%,OTHER
Office accounting and computing machinery,USA,SYR,0.0,0.0,0.0,0.0,2,41,>40%,OTHER
Office accounting and computing machinery,USA,MUS,0.0,0.0,0.0,0.0,2,40,31-40%,OTHER
Office accounting and computing machinery,USA,IRQ,0.0,0.0,0.0,0.0,2,39,31-40%,OTHER
Office accounting and computing machinery,USA,BWA,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Office accounting and computing machinery,USA,GUY,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Office accounting and computing machinery,USA,SRB,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Office accounting and computing machinery,USA,THA,0.2858361711664662,0.0487186796963214,0.2371174914701447,5599.6748046875,3,37,31-40%,ASIA
Office accounting and computing machinery,USA,BGD,0.0,0.0,0.0,0.0,2,37,31-40%,ASIA
Office accounting and computing machinery,USA,BIH,0.0,0.0,0.0,0.0,2,36,31-40%,OTHER
Office accounting and computing machinery,USA,CHN,0.8233908984489358,0.4706129133701324,0.3527779850788033,54091.76171875,3,34,31-40%,ASIA
Office accounting and computing machinery,USA,MKD,0.0,0.0,0.0,0.0,2,33,31-40%,OTHER
Office accounting and computing machinery,USA,TWN,0.2955438557382589,0.0946804583072662,0.2008633974309926,10882.474609375,3,32,31-40%,ASIA
Office accounting and computing machinery,USA,IDN,0.0001532056623957,0.0,0.0001532056623957,0.0,2,32,31-40%,ASIA
Office accounting and computing machinery,USA,AGO,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Office accounting and computing machinery,USA,CHE,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Office accounting and computing machinery,USA,FJI,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Office accounting and computing machinery,USA,LBY,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Office accounting and computing machinery,USA,MDA,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Office accounting and computing machinery,USA,ZAF,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Office accounting and computing machinery,USA,DZA,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Office accounting and computing machinery,USA,NRU,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Office accounting and computing machinery,USA,PAK,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Office accounting and computing machinery,USA,TUN,0.0,0.0,0.0,0.0,2,28,21-30%,OTHER
Office accounting and computing machinery,USA,IND,0.0002767169925358,0.0,0.0002767169925358,0.0,2,27,21-30%,OTHER
Office accounting and computing machinery,USA,KAZ,0.0,0.0,0.0,0.0,2,27,21-30%,OTHER
Office accounting and computing machinery,USA,KOR,0.2136174411853232,0.0408178083598613,0.1727996328254619,4691.556640625,3,26,21-30%,ASIA
Office accounting and computing machinery,USA,MYS,0.0871382548177708,0.0135254962369799,0.0736127585807908,1554.6065673828125,3,24,21-30%,ASIA
Office accounting and computing machinery,USA,JPN,0.0467679081214074,0.0100295580923557,0.0367383500290517,1152.787109375,3,24,21-30%,ASIA
Office accounting and computing machinery,USA,BRN,0.0,0.0,0.0,0.0,2,24,21-30%,ASIA
Office accounting and computing machinery,USA,VUT,0.0,0.0,0.0,0.0,2,23,21-30%,OTHER
Office accounting and computing machinery,USA,CIV,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Office accounting and computing machinery,USA,NAM,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Office accounting and computing machinery,USA,DEU,0.0147766313008145,0.0094761783257126,0.0053004529751018,1089.18212890625,2,20,11-20%,EU
Office accounting and computing machinery,USA,IRL,0.0045374676428482,0.0,0.0045374676428482,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,NLD,0.0028360531662105,0.0,0.0028360531662105,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,CZE,0.0009449346491258,0.0,0.0009449346491258,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,POL,0.0003970970363799,0.0,0.0003970970363799,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,HUN,0.0003646969131654,0.0,0.0003646969131654,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,FRA,8.71426374662726e-05,0.0,8.71426374662726e-05,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,ITA,5.168723415293741e-05,0.0,5.168723415293741e-05,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,AUT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,BEL,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,BGR,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,CYP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,DNK,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,ESP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,EST,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,FIN,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,GRC,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,HRV,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,JOR,0.0,0.0,0.0,0.0,2,20,11-20%,OTHER
Office accounting and computing machinery,USA,LTU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,LUX,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,LVA,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,MLT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,PRT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,ROU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,SVK,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,SVN,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,SWE,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Office accounting and computing machinery,USA,NIC,0.0,0.0,0.0,0.0,2,19,11-20%,LATAM
Office accounting and computing machinery,USA,PHL,0.1445727736123533,0.0247143916785717,0.1198583819337816,2840.646728515625,3,18,11-20%,ASIA
Office accounting and computing machinery,USA,MWI,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Office accounting and computing machinery,USA,ZWE,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Office accounting and computing machinery,USA,ISR,0.0,0.0,0.0,0.0,2,17,11-20%,OTHER
Office accounting and computing machinery,USA,ZMB,0.0,0.0,0.0,0.0,2,17,11-20%,OTHER
Office accounting and computing machinery,USA,MOZ,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Office accounting and computing machinery,USA,NOR,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Office accounting and computing machinery,USA,VEN,0.0,0.0,0.0,0.0,2,15,11-20%,LATAM
Office accounting and computing machinery,USA,NGA,0.0,0.0,0.0,0.0,2,14,11-20%,OTHER
Office accounting and computing machinery,USA,GNQ,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Office accounting and computing machinery,USA,TCD,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Office accounting and computing machinery,USA,CMR,0.0,0.0,0.0,0.0,2,12,11-20%,OTHER
Office accounting and computing machinery,USA,COD,0.0,0.0,0.0,0.0,2,11,11-20%,OTHER
Office accounting and computing machinery,USA,SGP,0.0347220840401342,0.0,0.0347220840401342,0.0,3,10,0-10%,ASIA
Office accounting and computing machinery,USA,GBR,0.0002198875998303,0.0,0.0002198875998303,0.0,2,10,0-10%,OTHER
Office accounting and computing machinery,USA,AUS,0.0,0.0,0.0,0.0,2,10,0-10%,OTHER
Office accounting and computing machinery,USA,BRA,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Office accounting and computing machinery,USA,CHL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Office accounting and computing machinery,USA,COL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Office accounting and computing machinery,USA,TUR,0.0,0.0,0.0,0.0,2,10,0-10%,OTHER
Optical instruments & photographic equipment,USA,LSO,0.0,0.0,0.0,0.0,2,50,>40%,OTHER
Optical instruments & photographic equipment,USA,KHM,0.0,0.0,0.0,0.0,2,49,>40%,ASIA
Optical instruments & photographic equipment,USA,LAO,0.0002881314497617,0.0,0.0002881314497617,0.0,2,48,>40%,ASIA
Optical instruments & photographic equipment,USA,MDG,0.0,0.0,0.0,0.0,2,47,>40%,OTHER
Optical instruments & photographic equipment,USA,VNM,0.0438160662302836,0.0056042387150228,0.0382118275152608,69.6008071899414,3,46,>40%,ASIA
Optical instruments & photographic equipment,USA,MMR,0.0004371865616092,0.0,0.0004371865616092,0.0,2,45,>40%,ASIA
Optical instruments & photographic equipment,USA,LKA,0.0,0.0,0.0,0.0,2,44,>40%,ASIA
Optical instruments & photographic equipment,USA,FLK,0.0,0.0,0.0,0.0,2,42,>40%,OTHER
Optical instruments & photographic equipment,USA,SYR,0.0,0.0,0.0,0.0,2,41,>40%,OTHER
Optical instruments & photographic equipment,USA,MUS,0.0,0.0,0.0,0.0,2,40,31-40%,OTHER
Optical instruments & photographic equipment,USA,IRQ,0.0,0.0,0.0,0.0,2,39,31-40%,OTHER
Optical instruments & photographic equipment,USA,BWA,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Optical instruments & photographic equipment,USA,GUY,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Optical instruments & photographic equipment,USA,SRB,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
Optical instruments & photographic equipment,USA,THA,0.0938933763163514,0.0397797189652919,0.0541136573510594,494.0368957519531,3,37,31-40%,ASIA
Optical instruments & photographic equipment,USA,BGD,0.0,0.0,0.0,0.0,2,37,31-40%,ASIA
Optical instruments & photographic equipment,USA,BIH,0.0,0.0,0.0,0.0,2,36,31-40%,OTHER
Optical instruments & photographic equipment,USA,CHN,0.5646108803339697,0.3054401576519012,0.2591707226820684,3793.357666015625,3,34,31-40%,ASIA
Optical instruments & photographic equipment,USA,MKD,0.0,0.0,0.0,0.0,2,33,31-40%,OTHER
Optical instruments & photographic equipment,USA,TWN,0.2509206059494906,0.0413923673331737,0.2095282386163168,514.0648803710938,3,32,31-40%,ASIA
Optical instruments & photographic equipment,USA,IDN,0.0097139674882014,0.0080451043322682,0.0016688631559332,99.91468811035156,2,32,31-40%,ASIA
Optical instruments & photographic equipment,USA,CHE,0.0060783615256087,0.0,0.0060783615256087,0.0,2,32,31-40%,OTHER
Optical instruments & photographic equipment,USA,AGO,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Optical instruments & photographic equipment,USA,FJI,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
Optical instruments & photographic equipment,USA,LBY,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Optical instruments & photographic equipment,USA,MDA,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Optical instruments & photographic equipment,USA,ZAF,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
Optical instruments & photographic equipment,USA,DZA,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Optical instruments & photographic equipment,USA,NRU,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Optical instruments & photographic equipment,USA,PAK,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
Optical instruments & photographic equipment,USA,TUN,0.0,0.0,0.0,0.0,2,28,21-30%,OTHER
Optical instruments & photographic equipment,USA,IND,0.0040677941228034,0.0,0.0040677941228034,0.0,2,27,21-30%,OTHER
Optical instruments & photographic equipment,USA,KAZ,0.0,0.0,0.0,0.0,2,27,21-30%,OTHER
Optical instruments & photographic equipment,USA,KOR,0.1928727580775465,0.0111718960106372,0.1817008620669092,138.74729919433594,3,26,21-30%,ASIA
Optical instruments & photographic equipment,USA,JPN,0.2684725330876745,0.1096118465065956,0.1588606865810789,1361.3040771484375,3,24,21-30%,ASIA
Optical instruments & photographic equipment,USA,MYS,0.0276416701898537,0.0180172007530927,0.0096244694367609,223.76129150390625,2,24,21-30%,ASIA
Optical instruments & photographic equipment,USA,BRN,0.0,0.0,0.0,0.0,2,24,21-30%,ASIA
Optical instruments & photographic equipment,USA,VUT,0.0,0.0,0.0,0.0,2,23,21-30%,OTHER
Optical instruments & photographic equipment,USA,CIV,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Optical instruments & photographic equipment,USA,NAM,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
Optical instruments & photographic equipment,USA,DEU,0.1620728675842291,0.0835776180028915,0.0784952495813376,1037.976806640625,3,20,11-20%,EU
Optical instruments & photographic equipment,USA,ITA,0.1334188272206619,0.1001167669892311,0.0333020602314307,1243.3817138671875,3,20,11-20%,EU
Optical instruments & photographic equipment,USA,IRL,0.0447707732254992,0.0173340793699026,0.0274366938555966,215.27740478515625,3,20,11-20%,EU
Optical instruments & photographic equipment,USA,NLD,0.0234707486633761,0.0056286775507032,0.0178420711126728,69.9043197631836,3,20,11-20%,EU
Optical instruments & photographic equipment,USA,FRA,0.0214945909646436,0.0119173396378755,0.009577251326768,148.0052032470703,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,AUT,0.0090330489149607,0.0074656666256487,0.001567382289312,92.71846771240234,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,SWE,0.0082640580663567,0.0075663025490939,0.0006977555172628,93.96829986572266,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,CZE,0.0054428807429666,0.0,0.0054428807429666,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,BEL,0.0043410870334797,0.0,0.0043410870334797,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,HUN,0.0031744185855641,0.0,0.0031744185855641,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,POL,0.003146676146797,0.0,0.003146676146797,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,ESP,0.0028399264369559,0.0,0.0028399264369559,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,PRT,0.0019863618755323,0.0,0.0019863618755323,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,SVN,0.0019349628878335,0.0,0.0019349628878335,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,ROU,0.000739699617677,0.0,0.000739699617677,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,DNK,0.0006889554358227,0.0,0.0006889554358227,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,LVA,7.294859014332893e-05,0.0,7.294859014332893e-05,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,FIN,5.18819379535121e-05,0.0,5.18819379535121e-05,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,BGR,4.414760233467196e-05,0.0,4.414760233467196e-05,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,CYP,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,EST,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,GRC,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,HRV,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,JOR,0.0,0.0,0.0,0.0,2,20,11-20%,OTHER
Optical instruments & photographic equipment,USA,LTU,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,LUX,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,MLT,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,SVK,0.0,0.0,0.0,0.0,2,20,11-20%,EU
Optical instruments & photographic equipment,USA,NIC,0.0,0.0,0.0,0.0,2,19,11-20%,LATAM
Optical instruments & photographic equipment,USA,PHL,0.032306601197797,0.0188225638121366,0.0134840373856604,233.76336669921875,3,18,11-20%,ASIA
Optical instruments & photographic equipment,USA,MWI,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Optical instruments & photographic equipment,USA,ZWE,0.0,0.0,0.0,0.0,2,18,11-20%,OTHER
Optical instruments & photographic equipment,USA,ISR,0.0145740996532881,0.0131283635273575,0.0014457361259305,163.0452880859375,2,17,11-20%,OTHER
Optical instruments & photographic equipment,USA,ZMB,0.0,0.0,0.0,0.0,2,17,11-20%,OTHER
Optical instruments & photographic equipment,USA,NOR,6.688954115857161e-05,0.0,6.688954115857161e-05,0.0,2,16,11-20%,OTHER
Optical instruments & photographic equipment,USA,MOZ,0.0,0.0,0.0,0.0,2,16,11-20%,OTHER
Optical instruments & photographic equipment,USA,VEN,0.0,0.0,0.0,0.0,2,15,11-20%,LATAM
Optical instruments & photographic equipment,USA,NGA,0.0,0.0,0.0,0.0,2,14,11-20%,OTHER
Optical instruments & photographic equipment,USA,GNQ,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Optical instruments & photographic equipment,USA,TCD,0.0,0.0,0.0,0.0,2,13,11-20%,OTHER
Optical instruments & photographic equipment,USA,CMR,0.0,0.0,0.0,0.0,2,12,11-20%,OTHER
Optical instruments & photographic equipment,USA,COD,0.0,0.0,0.0,0.0,2,11,11-20%,OTHER
Optical instruments & photographic equipment,USA,GBR,0.0734954902416529,0.0470307059586048,0.0264647842830481,584.0891723632812,3,10,0-10%,OTHER
Optical instruments & photographic equipment,USA,SGP,0.03920661767501,0.0185780338943004,0.0206285837807095,230.72645568847656,3,10,0-10%,ASIA
Optical instruments & photographic equipment,USA,AUS,0.0,0.0,0.0,0.0,2,10,0-10%,OTHER
Optical instruments & photographic equipment,USA,BRA,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Optical instruments & photographic equipment,USA,CHL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Optical instruments & photographic equipment,USA,COL,0.0,0.0,0.0,0.0,2,10,0-10%,LATAM
Optical instruments & photographic equipment,USA,TUR,0.0,0.0,0.0,0.0,2,10,0-10%,OTHER
TV and radio receivers and associated goods,USA,LSO,0.0,0.0,0.0,0.0,2,50,>40%,OTHER
TV and radio receivers and associated goods,USA,KHM,0.0,0.0,0.0,0.0,2,49,>40%,ASIA
TV and radio receivers and associated goods,USA,LAO,0.0030296692405556,0.0,0.0030296692405556,0.0,2,48,>40%,ASIA
TV and radio receivers and associated goods,USA,MDG,0.0,0.0,0.0,0.0,2,47,>40%,OTHER
TV and radio receivers and associated goods,USA,VNM,0.3906121283295001,0.022711157798767,0.367900970530733,990.573974609375,3,46,>40%,ASIA
TV and radio receivers and associated goods,USA,MMR,0.0,0.0,0.0,0.0,2,45,>40%,ASIA
TV and radio receivers and associated goods,USA,LKA,0.0,0.0,0.0,0.0,2,44,>40%,ASIA
TV and radio receivers and associated goods,USA,FLK,0.0,0.0,0.0,0.0,2,42,>40%,OTHER
TV and radio receivers and associated goods,USA,SYR,0.0,0.0,0.0,0.0,2,41,>40%,OTHER
TV and radio receivers and associated goods,USA,MUS,0.0,0.0,0.0,0.0,2,40,31-40%,OTHER
TV and radio receivers and associated goods,USA,IRQ,0.0,0.0,0.0,0.0,2,39,31-40%,OTHER
TV and radio receivers and associated goods,USA,BWA,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
TV and radio receivers and associated goods,USA,GUY,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
TV and radio receivers and associated goods,USA,SRB,0.0,0.0,0.0,0.0,2,38,31-40%,OTHER
TV and radio receivers and associated goods,USA,THA,0.0798214046093342,0.0413709506392478,0.0384504539700863,1804.44287109375,3,37,31-40%,ASIA
TV and radio receivers and associated goods,USA,BGD,0.0,0.0,0.0,0.0,2,37,31-40%,ASIA
TV and radio receivers and associated goods,USA,BIH,0.0,0.0,0.0,0.0,2,36,31-40%,OTHER
TV and radio receivers and associated goods,USA,CHN,0.7815824031921895,0.4702434837818146,0.3113389194103749,20510.224609375,3,34,31-40%,ASIA
TV and radio receivers and associated goods,USA,MKD,0.0,0.0,0.0,0.0,2,33,31-40%,OTHER
TV and radio receivers and associated goods,USA,TWN,0.1078963588635946,0.0302219111472368,0.0776744477163577,1318.164306640625,3,32,31-40%,ASIA
TV and radio receivers and associated goods,USA,IDN,0.0157822255538941,0.0078501440584659,0.0079320814954281,342.393310546875,2,32,31-40%,ASIA
TV and radio receivers and associated goods,USA,AGO,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
TV and radio receivers and associated goods,USA,CHE,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
TV and radio receivers and associated goods,USA,FJI,0.0,0.0,0.0,0.0,2,32,31-40%,OTHER
TV and radio receivers and associated goods,USA,LBY,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
TV and radio receivers and associated goods,USA,MDA,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
TV and radio receivers and associated goods,USA,ZAF,0.0,0.0,0.0,0.0,2,31,31-40%,OTHER
TV and radio receivers and associated goods,USA,DZA,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
TV and radio receivers and associated goods,USA,NRU,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
TV and radio receivers and associated goods,USA,PAK,0.0,0.0,0.0,0.0,2,30,21-30%,OTHER
TV and radio receivers and associated goods,USA,TUN,0.0,0.0,0.0,0.0,2,28,21-30%,OTHER
TV and radio receivers and associated goods,USA,IND,0.0001570910649512,0.0,0.0001570910649512,0.0,2,27,21-30%,OTHER
TV and radio receivers and associated goods,USA,KAZ,0.0,0.0,0.0,0.0,2,27,21-30%,OTHER
TV and radio receivers and associated goods,USA,KOR,0.1609117504637911,0.0207882169634103,0.1401235335003807,906.70263671875,3,26,21-30%,ASIA
TV and radio receivers and associated goods,USA,JPN,0.1225314536268394,0.0362901277840137,0.0862413258428257,1582.836669921875,3,24,21-30%,ASIA
TV and radio receivers and associated goods,USA,MYS,0.0529134488989999,0.0176576934754848,0.0352557554235151,770.1611328125,3,24,21-30%,ASIA
TV and radio receivers and associated goods,USA,BRN,0.0,0.0,0.0,0.0,2,24,21-30%,ASIA
TV and radio receivers and associated goods,USA,VUT,0.0,0.0,0.0,0.0,2,23,21-30%,OTHER
TV and radio receivers and associated goods,USA,CIV,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
TV and radio receivers and associated goods,USA,NAM,0.0,0.0,0.0,0.0,2,21,21-30%,OTHER
TV and radio receivers and associated goods,USA,DEU,0.0585830117652866,0.0142983375117182,0.0442846742535683,623.6388549804688,3,20,11-20%,EU
TV and radio receivers and associated goods,USA,HUN,0.0304559586359231,0.0058605303056538,0.0245954283302693,255.61395263671875,3,20,11-20%,EU
TV and radio receivers and associated goods,USA,BEL,0.0068825473264286,0.0,0.0068825473264286,0.0,2,20,11-20%,EU
TV and radio receivers and associated goods,USA,PRT,0.0044487598976771,0.0,0.0044487598976771,0.0,2,20,11-20%,EU
TV and radio receivers and associated goods,USA,POL,0.0023890143870519,0.0,0.0023890143870519,0.0,2,20,11-20%,EU
TV and radio receivers and associated goods,USA,NLD,0.0016710040448191,0.0,0.0016710040448191,0.0,2,20,11-20%,EU
TV and radio receivers and associated goods,USA,SVK,0.0015403945169892,0.0,0.0015403945169892,0.0,2,20,11-20%,EU
